,Unnamed: 0,Seat,State,Name,LQ Score,Year,Party
1204,1204,13,PENNSYLVANIA,Schwartz,75,2012,D
1205,1205,9,PENNSYLVANIA,Shuster,0,2012,R
1206,1206,5,PENNSYLVANIA,Thompson G.,0,2012,R
1207,1207,1,RHODE ISLAND,Cicilline,90,2012,D
1208,1208,2,RHODE ISLAND,Langevin,80,2012,D
1209,1209,6,SOUTH CAROLINA,Clyburn,70,2012,D
1210,1210,3,SOUTH CAROLINA,Duncan Jeff,10,2012,R
1211,1211,4,SOUTH CAROLINA,Gowdy,10,2012,R
1212,1212,5,SOUTH CAROLINA,Mulvaney,25,2012,R
1213,1213,1,SOUTH CAROLINA,Scott T.,5,2012,R
1214,1214,2,SOUTH CAROLINA,Wilson J.,10,2012,R
1215,1215,1,SOUTH DAKOTA,Noem,0,2012,R
1216,1216,6,TENNESSEE,Black D.,5,2012,R
1217,1217,7,TENNESSEE,Blackburn M.,0,2012,R
1218,1218,9,TENNESSEE,Cohen,95,2012,D
1219,1219,5,TENNESSEE,Cooper,60,2012,D
1220,1220,4,TENNESSEE,DesJarlais,0,2012,R
1221,1221,2,TENNESSEE,Duncan John,35,2012,R
1222,1222,8,TENNESSEE,Fincher,10,2012,R
1223,1223,3,TENNESSEE,Fleischmann,0,2012,R
1224,1224,1,TENNESSEE,Roe,0,2012,R
1225,1225,6,TEXAS,Barton,10,2012,R
1226,1226,8,TEXAS,Brady K.,0,2012,R
1227,1227,26,TEXAS,Burgess,10,2012,R
1228,1228,23,TEXAS,Canseco,0,2012,R
1229,1229,31,TEXAS,Carter,5,2012,R
1230,1230,11,TEXAS,Conaway,0,2012,R
1231,1231,28,TEXAS,Cuellar,40,2012,D
1232,1232,7,TEXAS,Culberson,0,2012,R
1233,1233,25,TEXAS,Doggett,85,2012,D
1234,1234,27,TEXAS,Farenthold,5,2012,R
1235,1235,17,TEXAS,Flores,5,2012,R
1236,1236,1,TEXAS,Gohmert,20,2012,R
1237,1237,20,TEXAS,Gonzalez,65,2012,D
1238,1238,12,TEXAS,Granger,5,2012,R
1239,1239,9,TEXAS,Green A.,75,2012,D
1240,1240,29,TEXAS,Green G.,65,2012,D
1241,1241,4,TEXAS,Hall,5,2012,R
1242,1242,5,TEXAS,Hensarling,0,2012,R
1243,1243,15,TEXAS,Hinojosa,75,2012,D
1244,1244,18,TEXAS,Jackson Lee,80,2012,D
1245,1245,3,TEXAS,Johnson S.,0,2012,R
1246,1246,30,TEXAS,Johnson E.,90,2012,D
1247,1247,24,TEXAS,Marchant,10,2012,R
1248,1248,10,TEXAS,McCaul,0,2012,R
1249,1249,19,TEXAS,Neugebauer,10,2012,R
1250,1250,22,TEXAS,Olson,0,2012,R
1251,1251,14,TEXAS,Paul Ron,35,2012,R
1252,1252,2,TEXAS,Poe,10,2012,R
1253,1253,16,TEXAS,Reyes,70,2012,D
1254,1254,32,TEXAS,Sessions P.,0,2012,R
1255,1255,21,TEXAS,Smith Lamar,0,2012,R
1256,1256,13,TEXAS,Thornberry,0,2012,R
1257,1257,1,UTAH,Bishop R.,5,2012,R
1258,1258,3,UTAH,Chaffetz,5,2012,R
1259,1259,2,UTAH,Matheson,20,2012,D
1260,1260,1,VERMONT,Welch,100,2012,D
1261,1261,7,VIRGINIA,Cantor,0,2012,R
1262,1262,11,VIRGINIA,Connolly,65,2012,D
1263,1263,4,VIRGINIA,Forbes,0,2012,R
1264,1264,6,VIRGINIA,Goodlatte,0,2012,R
1265,1265,9,VIRGINIA,Griffi th,5,2012,R
1266,1266,5,VIRGINIA,Hurt,0,2012,R
1267,1267,8,VIRGINIA,Moran James,85,2012,D
1268,1268,2,VIRGINIA,Rigell,5,2012,R
1269,1269,3,VIRGINIA,Scott B.,90,2012,D
1270,1270,1,VIRGINIA,Wittman,0,2012,R
1271,1271,10,VIRGINIA,Wolf,10,2012,R
1272,1272,6,WASHINGTON,Dicks,65,2012,D
1273,1273,4,WASHINGTON,Hastings D.,5,2012,R
1274,1274,3,WASHINGTON,Herrera Beutler,5,2012,R
1275,1275,2,WASHINGTON,Larsen R.,75,2012,D
1276,1276,7,WASHINGTON,McDermott,95,2012,D
1277,1277,5,WASHINGTON,McMorris Rodgers,0,2012,R
1278,1278,8,WASHINGTON,Reichert,5,2012,R
1279,1279,9,WASHINGTON,Smith Adam,70,2012,D
1280,1280,2,WEST VIRGINIA,Capito,0,2012,R
1281,1281,1,WEST VIRGINIA,McKinley,5,2012,R
1282,1282,3,WEST VIRGINIA,Rahall,70,2012,D
1283,1283,2,WISCONSIN,Baldwin,85,2012,D
1284,1284,7,WISCONSIN,Duffy,0,2012,R
1285,1285,3,WISCONSIN,Kind,85,2012,D
1286,1286,4,WISCONSIN,Moore,100,2012,D
1287,1287,6,WISCONSIN,Petri,5,2012,R
1288,1288,8,WISCONSIN,Ribble,5,2012,R
1289,1289,1,WISCONSIN,Ryan P.,5,2012,R
1290,1290,5,WISCONSIN,Sensenbrenner,15,2012,R
1291,1291,1,WYOMING,Lummis,20,2012,R
1292,1292,4,ALABAMA,Aderholt,0,2013,R
1293,1293,6,ALABAMA,Bachus S.,5,2013,R
1294,1294,1,ALABAMA,Bonner,0,2013,R
1295,1295,5,ALABAMA,Brooks M.,0,2013,R
1296,1296,2,ALABAMA,Roby,0,2013,R
1297,1297,3,ALABAMA,Rogers Mike D.,0,2013,R
1298,1298,7,ALABAMA,Sewell,65,2013,D
1299,1299,1,ALASKA,Young D.,20,2013,R
1300,1300,2,ARIZONA,Barber,45,2013,D
1301,1301,8,ARIZONA,Franks,0,2013,R
1302,1302,4,ARIZONA,Gosar,10,2013,R
1303,1303,3,ARIZONA,Grijalva,100,2013,D
1304,1304,1,ARIZONA,Kirkpatrick,55,2013,D
1305,1305,7,ARIZONA,Pastor,85,2013,D
1306,1306,5,ARIZONA,Salmon,5,2013,R
1307,1307,6,ARIZONA,Schweikert,5,2013,R
1308,1308,9,ARIZONA,Sinema,50,2013,D
1309,1309,4,ARKANSAS,Cotton,0,2013,R
1310,1310,1,ARKANSAS,Crawford,0,2013,R
1311,1311,2,ARKANSAS,Griffin,5,2013,R
1312,1312,3,ARKANSAS,Womack,0,2013,R
1313,1313,37,CALIFORNIA,Bass,95,2013,D
1314,1314,34,CALIFORNIA,Becerra,90,2013,D
1315,1315,7,CALIFORNIA,Bera,50,2013,D
1316,1316,26,CALIFORNIA,Brownley,65,2013,D
1317,1317,42,CALIFORNIA,Calvert,0,2013,R
1318,1318,45,CALIFORNIA,Campbell,0,2013,R
1319,1319,24,CALIFORNIA,Capps,80,2013,D
1320,1320,29,CALIFORNIA,Crdenas,70,2013,D
1321,1321,27,CALIFORNIA,Chu,90,2013,D
1322,1322,8,CALIFORNIA,Cook,0,2013,R
1323,1323,16,CALIFORNIA,Costa,45,2013,D
1324,1324,53,CALIFORNIA,Davis S.,75,2013,D
1325,1325,10,CALIFORNIA,Denham,0,2013,R
1326,1326,18,CALIFORNIA,Eshoo,90,2013,D
1327,1327,20,CALIFORNIA,Farr,100,2013,D
1328,1328,3,CALIFORNIA,Garamendi,75,2013,D
1329,1329,44,CALIFORNIA,Hahn,95,2013,D
1330,1330,17,CALIFORNIA,Honda,95,2013,D
1331,1331,2,CALIFORNIA,Huffman,100,2013,D
1332,1332,50,CALIFORNIA,Hunter,0,2013,R
1333,1333,49,CALIFORNIA,Issa,0,2013,R
1334,1334,1,CALIFORNIA,LaMalfa,5,2013,R
1335,1335,13,CALIFORNIA,Lee B.,100,2013,D
1336,1336,19,CALIFORNIA,Lofgren,95,2013,D
1337,1337,47,CALIFORNIA,Lowenthal,95,2013,D
1338,1338,6,CALIFORNIA,Matsui,95,2013,D
1339,1339,23,CALIFORNIA,McCarthy K.,0,2013,R
1340,1340,4,CALIFORNIA,McClintock,10,2013,R
1341,1341,25,CALIFORNIA,McKeon,0,2013,R
1342,1342,9,CALIFORNIA,McNerney,65,2013,D
1343,1343,11,CALIFORNIA,Miller George,85,2013,D
1344,1344,31,CALIFORNIA,Miller Gary,10,2013,R
1345,1345,32,CALIFORNIA,Napolitano,100,2013,D
1346,1346,35,CALIFORNIA,Negrete McLeod,70,2013,D
1347,1347,22,CALIFORNIA,Nunes,0,2013,R
1348,1348,12,CALIFORNIA,Pelosi,85,2013,D
1349,1349,52,CALIFORNIA,Peters S.,50,2013,D
1350,1350,48,CALIFORNIA,Rohrabacher,5,2013,R
1351,1351,40,CALIFORNIA,RoybalAllard,100,2013,D
1352,1352,39,CALIFORNIA,Royce,0,2013,R
1353,1353,36,CALIFORNIA,Ruiz,60,2013,D
1354,1354,38,CALIFORNIA,Snchez Linda,95,2013,D
1355,1355,46,CALIFORNIA,Sanchez Loretta,75,2013,D
1356,1356,28,CALIFORNIA,Schiff,85,2013,D
1357,1357,30,CALIFORNIA,Sherman,70,2013,D
1358,1358,14,CALIFORNIA,Speier,80,2013,D
1359,1359,15,CALIFORNIA,Swalwell,85,2013,D
1360,1360,41,CALIFORNIA,Takano,90,2013,D
1361,1361,5,CALIFORNIA,Thompson M.,85,2013,D
1362,1362,21,CALIFORNIA,Valadao,5,2013,R
1363,1363,51,CALIFORNIA,Vargas,65,2013,D
1364,1364,43,CALIFORNIA,Waters,95,2013,D
1365,1365,33,CALIFORNIA,Waxman,80,2013,D
1366,1366,6,COLORADO,Coffman,5,2013,R
1367,1367,1,COLORADO,DeGette,80,2013,D
1368,1368,4,COLORADO,Gardner,5,2013,R
1369,1369,5,COLORADO,Lamborn,5,2013,R
1370,1370,7,COLORADO,Perlmutter,70,2013,D
1371,1371,2,COLORADO,Polis,65,2013,D
1372,1372,3,COLORADO,Tipton,10,2013,R
1373,1373,2,CONNECTICUT,Courtney,75,2013,D
1374,1374,3,CONNECTICUT,DeLauro,80,2013,D
1375,1375,5,CONNECTICUT,Esty,65,2013,D
1376,1376,4,CONNECTICUT,Himes,75,2013,D
1377,1377,1,CONNECTICUT,Larson J.,75,2013,D
1378,1378,1,DELAWARE,Carney,65,2013,D
1379,1379,12,FLORIDA,Bilirakis,0,2013,R
1380,1380,5,FLORIDA,Brown C.,75,2013,D
1381,1381,16,FLORIDA,Buchanan,5,2013,R
1382,1382,14,FLORIDA,Castor,85,2013,D
1383,1383,4,FLORIDA,Crenshaw,0,2013,R
1384,1384,6,FLORIDA,DeSantis,5,2013,R
1385,1385,21,FLORIDA,Deutch,90,2013,D
1386,1386,25,FLORIDA,DiazBalart,0,2013,R
1387,1387,22,FLORIDA,Frankel,75,2013,D
1388,1388,26,FLORIDA,Garcia,50,2013,D
1389,1389,9,FLORIDA,Grayson,85,2013,D
1390,1390,20,FLORIDA,Hastings A.,90,2013,D
1391,1391,7,FLORIDA,Mica,5,2013,R
1392,1392,1,FLORIDA,Miller J.,0,2013,R
1393,1393,18,FLORIDA,Murphy P.,45,2013,D
1394,1394,11,FLORIDA,Nugent,5,2013,R
1395,1395,8,FLORIDA,Posey,10,2013,R
1396,1396,19,FLORIDA,Radel,5,2013,R
1397,1397,17,FLORIDA,Rooney,0,2013,R
1398,1398,27,FLORIDA,RosLehtinen,0,2013,R
1399,1399,15,FLORIDA,Ross,5,2013,R
1400,1400,2,FLORIDA,Southerland,5,2013,R
1401,1401,23,FLORIDA,Wasserman Schultz,65,2013,D
1402,1402,10,FLORIDA,Webster,0,2013,R
1403,1403,24,FLORIDA,Wilson F.,80,2013,D
1404,1404,3,FLORIDA,Yoho,10,2013,R
1405,1405,13,FLORIDA,Young C.W.,0,2013,R
1406,1406,12,GEORGIA,Barrow,20,2013,D
1407,1407,2,GEORGIA,Bishop S.,55,2013,D
1408,1408,10,GEORGIA,Broun,20,2013,R
1409,1409,9,GEORGIA,Collins D.,0,2013,R
1410,1410,11,GEORGIA,Gingrey,0,2013,R
1411,1411,14,GEORGIA,Graves T.,5,2013,R
1412,1412,4,GEORGIA,Johnson H.,75,2013,D
1413,1413,1,GEORGIA,Kingston,5,2013,R
1414,1414,5,GEORGIA,Lewis,85,2013,D
1415,1415,6,GEORGIA,Price T.,5,2013,R
1416,1416,8,GEORGIA,Scott A.,0,2013,R
1417,1417,13,GEORGIA,Scott D.,80,2013,D
1418,1418,3,GEORGIA,Westmoreland L.,0,2013,R
1419,1419,7,GEORGIA,Woodall,5,2013,R
1420,1420,2,HAWAII,Gabbard,80,2013,D
1421,1421,1,HAWAII,Hanabusa,70,2013,D
1422,1422,1,IDAHO,Labrador,10,2013,R
1423,1423,2,IDAHO,Simpson,0,2013,R
1424,1424,17,ILLINOIS,Bustos,50,2013,D
1425,1425,7,ILLINOIS,Davis D.,85,2013,D
1426,1426,13,ILLINOIS,Davis R.,5,2013,R
1427,1427,8,ILLINOIS,Duckworth,55,2013,D
1428,1428,12,ILLINOIS,Enyart,55,2013,D
1429,1429,11,ILLINOIS,Foster,55,2013,D
1430,1430,4,ILLINOIS,Gutierrez,80,2013,D
1431,1431,14,ILLINOIS,Hultgren,5,2013,R
1432,1432,2,ILLINOIS,Kelly R.,70,2013,D
1433,1433,16,ILLINOIS,Kinzinger,0,2013,R
1434,1434,3,ILLINOIS,Lipinski,40,2013,D
1435,1435,5,ILLINOIS,Quigley,75,2013,D
1436,1436,6,ILLINOIS,Roskam,0,2013,R
1437,1437,1,ILLINOIS,Rush,60,2013,D
1438,1438,9,ILLINOIS,Schakowsky,95,2013,D
1439,1439,10,ILLINOIS,Schneider,55,2013,D
1440,1440,18,ILLINOIS,Schock,0,2013,R
1441,1441,15,ILLINOIS,Shimkus,5,2013,R
1442,1442,5,INDIANA,Brooks S.,0,2013,R
1443,1443,8,INDIANA,Bucshon,0,2013,R
1444,1444,7,INDIANA,Carson,85,2013,D
1445,1445,6,INDIANA,Messer,0,2013,R
1446,1446,4,INDIANA,Rokita,0,2013,R
1447,1447,3,INDIANA,Stutzman,0,2013,R
1448,1448,1,INDIANA,Visclosky,70,2013,D
1449,1449,2,INDIANA,Walorski,0,2013,R
1450,1450,9,INDIANA,Young T.,0,2013,R
1451,1451,1,IOWA,Braley,75,2013,D
1452,1452,4,IOWA,King S.,0,2013,R
1453,1453,3,IOWA,Latham,0,2013,R
1454,1454,2,IOWA,Loebsack,70,2013,D
1455,1455,1,KANSAS,Huelskamp,10,2013,R
1456,1456,2,KANSAS,Jenkins,5,2013,R
1457,1457,4,KANSAS,Pompeo,0,2013,R
1458,1458,3,KANSAS,Yoder,5,2013,R
1459,1459,6,KENTUCKY,Barr,0,2013,R
1460,1460,2,KENTUCKY,Guthrie,0,2013,R
1461,1461,4,KENTUCKY,Massie,30,2013,R
1462,1462,5,KENTUCKY,Rogers H.,0,2013,R
1463,1463,1,KENTUCKY,Whitfield,0,2013,R
1464,1464,3,KENTUCKY,Yarmuth,85,2013,D
1465,1465,5,LOUISIANA,Alexander R.,0,2013,R
1466,1466,3,LOUISIANA,Boustany,0,2013,R
1467,1467,6,LOUISIANA,Cassidy,5,2013,R
1468,1468,4,LOUISIANA,Fleming,5,2013,R
1469,1469,2,LOUISIANA,Richmond,80,2013,D
1470,1470,1,LOUISIANA,Scalise,5,2013,R
1471,1471,2,MAINE,Michaud,75,2013,D
1472,1472,1,MAINE,Pingree,100,2013,D
1473,1473,7,MARYLAND,Cummings,90,2013,D
1474,1474,6,MARYLAND,Delaney,70,2013,D
1475,1475,4,MARYLAND,Edwards,95,2013,D
1476,1476,1,MARYLAND,Harris,5,2013,R
1477,1477,5,MARYLAND,Hoyer,75,2013,D
1478,1478,2,MARYLAND,Ruppersberger,65,2013,D
1479,1479,3,MARYLAND,Sarbanes,95,2013,D
1480,1480,8,MARYLAND,Van Hollen,80,2013,D
1481,1481,7,MASSACHUSETTS,Capuano,95,2013,D
1482,1482,9,MASSACHUSETTS,Keating,85,2013,D
1483,1483,4,MASSACHUSETTS,Kennedy,90,2013,D
1484,1484,8,MASSACHUSETTS,Lynch,80,2013,D
1485,1485,2,MASSACHUSETTS,McGovern,100,2013,D
1486,1486,1,MASSACHUSETTS,Neal,85,2013,D
1487,1487,6,MASSACHUSETTS,Tierney,95,2013,D
1488,1488,3,MASSACHUSETTS,Tsongas,90,2013,D
1489,1489,3,MICHIGAN,Amash,25,2013,R
1490,1490,1,MICHIGAN,Benishek,0,2013,R
1491,1491,11,MICHIGAN,Bentivolio,10,2013,R
1492,1492,4,MICHIGAN,Camp,0,2013,R
1493,1493,13,MICHIGAN,Conyers,100,2013,D
1494,1494,12,MICHIGAN,Dingell,85,2013,D
1495,1495,2,MICHIGAN,Huizenga,5,2013,R
1496,1496,5,MICHIGAN,Kildee,85,2013,D
1497,1497,9,MICHIGAN,Levin S.,80,2013,D
1498,1498,10,MICHIGAN,Miller C.,0,2013,R
1499,1499,14,MICHIGAN,Peters G.,60,2013,D
1500,1500,8,MICHIGAN,Rogers Mike,0,2013,R
1501,1501,6,MICHIGAN,Upton,0,2013,R
1502,1502,7,MICHIGAN,Walberg,0,2013,R
1503,1503,6,MINNESOTA,Bachmann,0,2013,R
1504,1504,5,MINNESOTA,Ellison,100,2013,D
1505,1505,2,MINNESOTA,Kline J.,0,2013,R
1506,1506,4,MINNESOTA,McCollum,90,2013,D
1507,1507,8,MINNESOTA,Nolan,80,2013,D
1508,1508,3,MINNESOTA,Paulsen,0,2013,R
1509,1509,7,MINNESOTA,Peterson,25,2013,D
1510,1510,1,MINNESOTA,Walz,70,2013,D
1511,1511,3,MISSISSIPPI,Harper,0,2013,R
1512,1512,1,MISSISSIPPI,Nunnelee,0,2013,R
1513,1513,4,MISSISSIPPI,Palazzo,0,2013,R
1514,1514,2,MISSISSIPPI,Thompson B.,90,2013,D
1515,1515,1,MISSOURI,Clay,95,2013,D
1516,1516,5,MISSOURI,Cleaver,85,2013,D
1517,1517,6,MISSOURI,Graves S.,5,2013,R
1518,1518,4,MISSOURI,Hartzler,0,2013,R
1519,1519,7,MISSOURI,Long,0,2013,R
1520,1520,3,MISSOURI,Luetkemeyer,0,2013,R
1521,1521,8,MISSOURI,Smith J.,5,2013,R
1522,1522,2,MISSOURI,Wagner,0,2013,R
1523,1523,1,MONTANA,Daines,5,2013,R
1524,1524,1,NEBRASKA,Fortenberry,5,2013,R
1525,1525,3,NEBRASKA,Smith Adrian,0,2013,R
1526,1526,2,NEBRASKA,Terry,0,2013,R
1527,1527,2,NEVADA,Amodei,5,2013,R
1528,1528,3,NEVADA,Heck J.,0,2013,R
1529,1529,4,NEVADA,Horsford,55,2013,D
1530,1530,1,NEVADA,Titus,70,2013,D
1531,1531,2,NEW HAMPSHIRE,Kuster,65,2013,D
1532,1532,1,NEW HAMPSHIRE,SheaPorter,70,2013,D
1533,1533,1,NEW JERSEY,Andrews,80,2013,D
1534,1534,11,NEW JERSEY,Frelinghuysen,5,2013,R
1535,1535,5,NEW JERSEY,Garrett,5,2013,R
1536,1536,12,NEW JERSEY,Holt,80,2013,D
1537,1537,7,NEW JERSEY,Lance,0,2013,R
1538,1538,2,NEW JERSEY,LoBiondo,20,2013,R
1539,1539,6,NEW JERSEY,Pallone,80,2013,D
1540,1540,9,NEW JERSEY,Pascrell,80,2013,D
1541,1541,10,NEW JERSEY,Payne,85,2013,D
1542,1542,3,NEW JERSEY,Runyan,15,2013,R
1543,1543,8,NEW JERSEY,Sires,65,2013,D
1544,1544,4,NEW JERSEY,Smith C.,20,2013,R
1545,1545,3,NEW MEXICO,Lujn B.,90,2013,D
1546,1546,1,NEW MEXICO,Lujan Grisham M.,80,2013,D
1547,1547,2,NEW MEXICO,Pearce,5,2013,R
1548,1548,1,NEW YORK,Bishop T.,70,2013,D
1549,1549,9,NEW YORK,Clarke Y.,90,2013,D
1550,1550,27,NEW YORK,Collins C.,0,2013,R
1551,1551,14,NEW YORK,Crowley,95,2013,D
1552,1552,16,NEW YORK,Engel,70,2013,D
1553,1553,19,NEW YORK,Gibson C.,30,2013,R
1554,1554,11,NEW YORK,Grimm,25,2013,R
1555,1555,22,NEW YORK,Hanna,15,2013,R
1556,1556,26,NEW YORK,Higgins,80,2013,D
1557,1557,3,NEW YORK,Israel,75,2013,D
1558,1558,8,NEW YORK,Jeffries,85,2013,D
1559,1559,2,NEW YORK,King P.,5,2013,R
1560,1560,17,NEW YORK,Lowey,75,2013,D
1561,1561,24,NEW YORK,Maffei,60,2013,D
1562,1562,12,NEW YORK,Maloney C.,80,2013,D
1563,1563,18,NEW YORK,Maloney S.,35,2013,D
1564,1564,4,NEW YORK,McCarthy C.,10,2013,D
1565,1565,5,NEW YORK,Meeks G.,70,2013,D
1566,1566,6,NEW YORK,Meng,70,2013,D
1567,1567,10,NEW YORK,Nadler,100,2013,D
1568,1568,21,NEW YORK,Owens,40,2013,D
1569,1569,13,NEW YORK,Rangel,85,2013,D
1570,1570,23,NEW YORK,Reed T.,5,2013,R
1571,1571,15,NEW YORK,Serrano,100,2013,D
1572,1572,25,NEW YORK,Slaughter,95,2013,D
1573,1573,20,NEW YORK,Tonko,95,2013,D
1574,1574,7,NEW YORK,Velzquez,95,2013,D
1575,1575,1,NORTH CAROLINA,Butterfield,75,2013,D
1576,1576,6,NORTH CAROLINA,Coble,0,2013,R
1577,1577,2,NORTH CAROLINA,Ellmers,0,2013,R
1578,1578,5,NORTH CAROLINA,Foxx,0,2013,R
1579,1579,13,NORTH CAROLINA,Holding,0,2013,R
1580,1580,8,NORTH CAROLINA,Hudson,0,2013,R
1581,1581,3,NORTH CAROLINA,Jones,30,2013,R
1582,1582,10,NORTH CAROLINA,McHenry,5,2013,R
1583,1583,7,NORTH CAROLINA,McIntyre,20,2013,D
1584,1584,11,NORTH CAROLINA,Meadows,5,2013,R
1585,1585,9,NORTH CAROLINA,Pittenger,0,2013,R
1586,1586,4,NORTH CAROLINA,Price D.,80,2013,D
1587,1587,12,NORTH CAROLINA,Watt,85,2013,D
1588,1588,1,NORTH DAKOTA,Cramer,5,2013,R
1589,1589,3,OHIO,Beatty,80,2013,D
1590,1590,8,OHIO,Boehner,0,2013,R
1591,1591,1,OHIO,Chabot,5,2013,R
1592,1592,11,OHIO,Fudge,85,2013,D
1593,1593,7,OHIO,Gibbs B.,0,2013,R
1594,1594,6,OHIO,Johnson B.,5,2013,R
1595,1595,4,OHIO,Jordan,5,2013,R
1596,1596,14,OHIO,Joyce,15,2013,R
1597,1597,9,OHIO,Kaptur,75,2013,D
1598,1598,5,OHIO,Latta,0,2013,R
1599,1599,16,OHIO,Renacci,0,2013,R
1600,1600,13,OHIO,Ryan T.,80,2013,D
1601,1601,15,OHIO,Stivers,0,2013,R
1602,1602,12,OHIO,Tiberi,0,2013,R
1603,1603,10,OHIO,Turner,0,2013,R
1604,1604,2,OHIO,Wenstrup,0,2013,R
1605,1605,1,OKLAHOMA,Bridenstine,15,2013,R
1606,1606,4,OKLAHOMA,Cole,0,2013,R
1607,1607,5,OKLAHOMA,Lankford,0,2013,R
1608,1608,3,OKLAHOMA,Lucas,0,2013,R
1609,1609,2,OKLAHOMA,Mullin,5,2013,R
1610,1610,3,OREGON,Blumenauer,90,2013,D
1611,1611,1,OREGON,Bonamici,90,2013,D
1612,1612,4,OREGON,DeFazio,95,2013,D
1613,1613,5,OREGON,Schrader,70,2013,D
1614,1614,2,OREGON,Walden,0,2013,R
1615,1615,11,PENNSYLVANIA,Barletta,0,2013,R
1616,1616,1,PENNSYLVANIA,Brady R.,90,2013,D
1617,1617,17,PENNSYLVANIA,Cartwright,85,2013,D
1618,1618,15,PENNSYLVANIA,Dent,5,2013,R
1619,1619,14,PENNSYLVANIA,Doyle,95,2013,D
1620,1620,2,PENNSYLVANIA,Fattah,90,2013,D
1621,1621,8,PENNSYLVANIA,Fitzpatrick,10,2013,R
1622,1622,6,PENNSYLVANIA,Gerlach,0,2013,R
1623,1623,3,PENNSYLVANIA,Kelly,0,2013,R
1624,1624,10,PENNSYLVANIA,Marino,0,2013,R
1625,1625,7,PENNSYLVANIA,Meehan,10,2013,R
1626,1626,18,PENNSYLVANIA,Murphy T.R ,0,2013,TBD
1627,1627,4,PENNSYLVANIA,Perry,5,2013,R
1628,1628,16,PENNSYLVANIA,Pitts,0,2013,R
1629,1629,12,PENNSYLVANIA,Rothfus,5,2013,R
1630,1630,13,PENNSYLVANIA,Schwartz,75,2013,D
1631,1631,9,PENNSYLVANIA,Shuster,0,2013,R
1632,1632,5,PENNSYLVANIA,Thompson G.,5,2013,R
1633,1633,1,RHODE ISLAND,Cicilline,90,2013,D
1634,1634,2,RHODE ISLAND,Langevin,75,2013,D
1635,1635,6,SOUTH CAROLINA,Clyburn,80,2013,D
1636,1636,3,SOUTH CAROLINA,Duncan Jeff,5,2013,R
1637,1637,4,SOUTH CAROLINA,Gowdy,5,2013,R
1638,1638,5,SOUTH CAROLINA,Mulvaney,5,2013,R
1639,1639,7,SOUTH CAROLINA,Rice,5,2013,R
1640,1640,1,SOUTH CAROLINA,Sanford,10,2013,R
1641,1641,2,SOUTH CAROLINA,Wilson J.,5,2013,R
1642,1642,1,SOUTH DAKOTA,Noem,0,2013,R
1643,1643,6,TENNESSEE,Black D.,5,2013,R
1644,1644,7,TENNESSEE,Blackburn M.,5,2013,R
1645,1645,9,TENNESSEE,Cohen,95,2013,D
1646,1646,5,TENNESSEE,Cooper,65,2013,D
1647,1647,4,TENNESSEE,DesJarlais,5,2013,R
1648,1648,2,TENNESSEE,Duncan John,20,2013,R
1649,1649,8,TENNESSEE,Fincher,5,2013,R
1650,1650,3,TENNESSEE,Fleischmann,5,2013,R
1651,1651,1,TENNESSEE,Roe,5,2013,R
1652,1652,6,TEXAS,Barton,5,2013,R
1653,1653,8,TEXAS,Brady K.,0,2013,R
1654,1654,26,TEXAS,Burgess,5,2013,R
1655,1655,31,TEXAS,Carter,0,2013,R
1656,1656,20,TEXAS,Castro,75,2013,D
1657,1657,11,TEXAS,Conaway,0,2013,R
1658,1658,28,TEXAS,Cuellar,35,2013,D
1659,1659,7,TEXAS,Culberson,0,2013,R
1660,1660,35,TEXAS,Doggett,90,2013,D
1661,1661,27,TEXAS,Farenthold,5,2013,R
1662,1662,17,TEXAS,Flores,0,2013,R
1663,1663,23,TEXAS,Gallego,35,2013,D
1664,1664,1,TEXAS,Gohmert,10,2013,R
1665,1665,12,TEXAS,Granger,0,2013,R
1666,1666,9,TEXAS,Green A.,75,2013,D
1667,1667,29,TEXAS,Green G.,75,2013,D
1668,1668,4,TEXAS,Hall,10,2013,R
1669,1669,5,TEXAS,Hensarling,0,2013,R
1670,1670,15,TEXAS,Hinojosa,70,2013,D
1671,1671,18,TEXAS,Jackson Lee,80,2013,D
1672,1672,3,TEXAS,Johnson S.,0,2013,R
1673,1673,30,TEXAS,Johnson E.,80,2013,D
1674,1674,24,TEXAS,Marchant,5,2013,R
1675,1675,10,TEXAS,McCaul,0,2013,R
1676,1676,19,TEXAS,Neugebauer,0,2013,R
1677,1677,16,TEXAS,ORourke,80,2013,D
1678,1678,22,TEXAS,Olson,0,2013,R
1679,1679,2,TEXAS,Poe,5,2013,R
1680,1680,32,TEXAS,Sessions P.,0,2013,R
1681,1681,21,TEXAS,Smith Lamar,0,2013,R
1682,1682,36,TEXAS,Stockman,5,2013,R
1683,1683,13,TEXAS,Thornberry,0,2013,R
1684,1684,33,TEXAS,Veasey,75,2013,D
1685,1685,34,TEXAS,Vela,55,2013,D
1686,1686,14,TEXAS,Weber,5,2013,R
1687,1687,25,TEXAS,Williams,5,2013,R
1688,1688,1,UTAH,Bishop R.,5,2013,R
1689,1689,3,UTAH,Chaffetz,5,2013,R
1690,1690,4,UTAH,Matheson,20,2013,D
1691,1691,2,UTAH,Stewart,5,2013,R
1692,1692,1,VERMONT,Welch,95,2013,D
1693,1693,7,VIRGINIA,Cantor,0,2013,R
1694,1694,11,VIRGINIA,Connolly,70,2013,D
1695,1695,4,VIRGINIA,Forbes,0,2013,R
