,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
14560,1998,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,BRUCE A SMITH,LIBERTARIAN,False,TOTAL,2062,213622,False,20230706,False
14561,1998,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,PETER HOEKSTRA,REPUBLICAN,False,TOTAL,146854,213622,False,20230706,False
14562,1998,MICHIGAN,MI,26,34,23,US HOUSE,2,GEN,False,False,TOM RUSSELL,NATURAL LAW,False,TOTAL,1133,213622,False,20230706,False
14563,1998,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,ERWIN J HAAS,LIBERTARIAN,False,TOTAL,2537,200251,False,20230706,False
14564,1998,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,JOHN FERGUSON JR,DEMOCRAT,False,TOTAL,49489,200251,False,20230706,False
14565,1998,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,LUCILLE WIGGINS,NATURAL LAW,False,TOTAL,1861,200251,False,20230706,False
14566,1998,MICHIGAN,MI,26,34,23,US HOUSE,3,GEN,False,False,VERNON J EHLERS,REPUBLICAN,False,TOTAL,146364,200251,False,20230706,False
14567,1998,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,DAN MARSH,LIBERTARIAN,False,TOTAL,10404,170109,False,20230706,False
14568,1998,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,DAVE CAMP,REPUBLICAN,False,TOTAL,155343,170109,False,20230706,False
14569,1998,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,STUART J GOLDBERG,NATURAL LAW,False,TOTAL,4332,170109,False,20230706,False
14570,1998,MICHIGAN,MI,26,34,23,US HOUSE,4,GEN,False,False,WRITEIN,,True,TOTAL,30,170109,False,20230706,False
14571,1998,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,BRIAN D ELLISON,NATURAL LAW,False,TOTAL,1096,189971,False,20230706,False
14572,1998,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,CLINT FOSTER,LIBERTARIAN,False,TOTAL,2179,189971,False,20230706,False
14573,1998,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,DONALD W BREWSTER,REPUBLICAN,False,TOTAL,51442,189971,False,20230706,False
14574,1998,MICHIGAN,MI,26,34,23,US HOUSE,5,GEN,False,False,JAMES A BARCIA,DEMOCRAT,False,TOTAL,135254,189971,False,20230706,False
14575,1998,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,CLARENCE J ANNEN,DEMOCRAT,False,TOTAL,45358,161627,False,20230706,False
14576,1998,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,FRED UPTON,REPUBLICAN,False,TOTAL,113292,161627,False,20230706,False
14577,1998,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,GLENN DOUGLAS WHITT JR,LIBERTARIAN,False,TOTAL,1833,161627,False,20230706,False
14578,1998,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,KEN ASMUS,NATURAL LAW,False,TOTAL,1091,161627,False,20230706,False
14579,1998,MICHIGAN,MI,26,34,23,US HOUSE,6,GEN,False,False,WRITEIN,,True,TOTAL,53,161627,False,20230706,False
14580,1998,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,JIM BERRYMAN,DEMOCRAT,False,TOTAL,72998,182127,False,20230706,False
14581,1998,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,KENNETH L PROCTOR,LIBERTARIAN,False,TOTAL,2684,182127,False,20230706,False
14582,1998,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,LYNNEA ELLISON,NATURAL LAW,False,TOTAL,1789,182127,False,20230706,False
14583,1998,MICHIGAN,MI,26,34,23,US HOUSE,7,GEN,False,False,NICK SMITH,REPUBLICAN,False,TOTAL,104656,182127,False,20230706,False
14584,1998,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,BEN STEELE III,LIBERTARIAN,False,TOTAL,2750,218040,False,20230706,False
14585,1998,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,DEBBIE STABENOW,DEMOCRAT,False,TOTAL,125169,218040,False,20230706,False
14586,1998,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,JOHN MANGOPOULOS,REFORM,False,TOTAL,4654,218040,False,20230706,False
14587,1998,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,PATRICIA R ALLEN,NATURAL LAW,False,TOTAL,1213,218040,False,20230706,False
14588,1998,MICHIGAN,MI,26,34,23,US HOUSE,8,GEN,False,False,SUSAN GRIMES MUNSELL,REPUBLICAN,False,TOTAL,84254,218040,False,20230706,False
14589,1998,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,DALE E KILDEE,DEMOCRAT,False,TOTAL,105457,188525,False,20230706,False
14590,1998,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,MALCOLM JOHNSON,LIBERTARIAN,False,TOTAL,4006,188525,False,20230706,False
14591,1998,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,TOM MCMILLIN,REPUBLICAN,False,TOTAL,79062,188525,False,20230706,False
14592,1998,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,BRIAN PALMER,REPUBLICAN,False,TOTAL,94027,207524,False,20230706,False
14593,1998,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,DAVID E BONIOR,DEMOCRAT,False,TOTAL,108770,207524,False,20230706,False
14594,1998,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,HENRY OGDEN CLARK,NATURAL LAW,False,TOTAL,1331,207524,False,20230706,False
14595,1998,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,R FRIEND,LIBERTARIAN,False,TOTAL,3396,207524,False,20230706,False
14596,1998,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,DICK GACH,LIBERTARIAN,False,TOTAL,5433,225804,False,20230706,False
14597,1998,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,JOE KNOLLENBERG,REPUBLICAN,False,TOTAL,144264,225804,False,20230706,False
14598,1998,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,TRAVIS M REEDS,DEMOCRAT,False,TOTAL,76107,225804,False,20230706,False
14599,1998,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,ALBERT J TITRAN,LIBERTARIAN,False,TOTAL,2813,189428,False,20230706,False
14600,1998,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,FRED D ROSENBERG,NATURAL LAW,False,TOTAL,1172,189428,False,20230706,False
14601,1998,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,LESLIE A TOUMA,REPUBLICAN,False,TOTAL,79619,189428,False,20230706,False
14602,1998,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,SANDER M LEVIN,DEMOCRAT,False,TOTAL,105824,189428,False,20230706,False
14603,1998,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,DEAN A HUYTRA,LIBERTARIAN,False,TOTAL,2873,171887,False,20230706,False
14604,1998,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,LYNN N RIVERS,DEMOCRAT,False,TOTAL,99935,171887,False,20230706,False
14605,1998,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,SAMIR ROGER MAKAREM,NATURAL LAW,False,TOTAL,751,171887,False,20230706,False
14606,1998,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,TOM HICKEY,REPUBLICAN,False,TOTAL,68328,171887,False,20230706,False
14607,1998,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,JOHN CONYERS JR,DEMOCRAT,False,TOTAL,126321,145305,False,20230706,False
14608,1998,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,MICHAEL FREYMAN,LIBERTARIAN,False,TOTAL,1764,145305,False,20230706,False
14609,1998,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,RICHARD R MILLER,NATURAL LAW,False,TOTAL,1080,145305,False,20230706,False
14610,1998,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,VENDELLA M COLLINS,REPUBLICAN,False,TOTAL,16140,145305,False,20230706,False
14611,1998,MICHIGAN,MI,26,34,23,US HOUSE,15,GEN,False,False,CAROLYN C KILPATRICK,DEMOCRAT,False,TOTAL,108582,124860,False,20230706,False
14612,1998,MICHIGAN,MI,26,34,23,US HOUSE,15,GEN,False,False,CRYSANTHEA D BOYD-FIELDS,REPUBLICAN,False,TOTAL,12887,124860,False,20230706,False
14613,1998,MICHIGAN,MI,26,34,23,US HOUSE,15,GEN,False,False,GREGORY F SMITH,NATURAL LAW,False,TOTAL,1098,124860,False,20230706,False
14614,1998,MICHIGAN,MI,26,34,23,US HOUSE,15,GEN,False,False,HOLLY HARKNESS,NO PARTY AFFILIATION,False,TOTAL,808,124860,False,20230706,False
14615,1998,MICHIGAN,MI,26,34,23,US HOUSE,15,GEN,False,False,LINDA S WILLEY,LIBERTARIAN,False,TOTAL,1485,124860,False,20230706,False
14616,1998,MICHIGAN,MI,26,34,23,US HOUSE,16,GEN,False,False,EDWARD A HLAVAC,LIBERTARIAN,False,TOTAL,3064,174357,False,20230706,False
14617,1998,MICHIGAN,MI,26,34,23,US HOUSE,16,GEN,False,False,JOHN D DINGELL,DEMOCRAT,False,TOTAL,116145,174357,False,20230706,False
14618,1998,MICHIGAN,MI,26,34,23,US HOUSE,16,GEN,False,False,NOHA F HAMZE,NATURAL LAW,False,TOTAL,1027,174357,False,20230706,False
14619,1998,MICHIGAN,MI,26,34,23,US HOUSE,16,GEN,False,False,WILLIAM MORSE,REPUBLICAN,False,TOTAL,54121,174357,False,20230706,False
14620,1998,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,GIL GUTKNECHT,REPUBLICAN,False,TOTAL,131233,239903,False,20230706,False
14621,1998,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,TRACY L BECKMAN,DEMOCRATIC-FARMER-LABOR,False,TOTAL,108420,239903,False,20230706,False
14622,1998,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,WRITEIN,,True,TOTAL,250,239903,False,20230706,False
14623,1998,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,CRAIG DUEHRING,REPUBLICAN,False,TOTAL,99490,261127,False,20230706,False
14624,1998,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,DAVID MINGE,DEMOCRATIC-FARMER-LABOR,False,TOTAL,148933,261127,False,20230706,False
14625,1998,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,STAN BENTZ,REFORM,False,TOTAL,12319,261127,False,20230706,False
14626,1998,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,385,261127,False,20230706,False
14627,1998,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,DEREK W SCHRAMM,MINNESOTA TAXPAYERS,False,TOTAL,12823,283309,False,20230706,False
14628,1998,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,JIM RAMSTAD,REPUBLICAN,False,TOTAL,203731,283309,False,20230706,False
14629,1998,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,STAN J LEINO,DEMOCRATIC-FARMER-LABOR,False,TOTAL,66505,283309,False,20230706,False
14630,1998,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,WRITEIN,,True,TOTAL,250,283309,False,20230706,False
14631,1998,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,BRUCE F VENTO,DEMOCRATIC-FARMER-LABOR,False,TOTAL,128726,239746,False,20230706,False
14632,1998,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,CAROL SIMMONS SCHULSTAD,MINNESOTA TAXPAYERS,False,TOTAL,4524,239746,False,20230706,False
14633,1998,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,DAN R VACEK,LEGAL MARIJUANA NOW,False,TOTAL,5839,239746,False,20230706,False
14634,1998,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,DENNIS R NEWINKSI,REPUBLICAN,False,TOTAL,95388,239746,False,20230706,False
14635,1998,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,HEATHER WOOD,SOCIALIST WORKERS,False,TOTAL,2264,239746,False,20230706,False
14636,1998,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,MICHAEL A NEITZEL,LIBERTARIAN,False,TOTAL,2866,239746,False,20230706,False
14637,1998,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,WRITEIN,,True,TOTAL,139,239746,False,20230706,False
14638,1998,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,FRANK TAYLOR,REPUBLICAN,False,TOTAL,60035,217612,False,20230706,False
14639,1998,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,JASON KASSEL,ANTI-FEDERALIST,False,TOTAL,1561,217612,False,20230706,False
14640,1998,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,KEVIN HOUSTON,LIBERTARIAN,False,TOTAL,7378,217612,False,20230706,False
14641,1998,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,MARTIN OLAV SABO,DEMOCRATIC-FARMER-LABOR,False,TOTAL,145535,217612,False,20230706,False
14642,1998,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,MICHAEL PENNOCK,SOCIALIST WORKERS,False,TOTAL,2842,217612,False,20230706,False
14643,1998,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,WRITEIN,,True,TOTAL,261,217612,False,20230706,False
14644,1998,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,BILL LUTHER,DEMOCRATIC-FARMER-LABOR,False,TOTAL,148728,297701,False,20230706,False
14645,1998,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,ERIC M JOHNSON,LIBERTARIAN,False,TOTAL,11805,297701,False,20230706,False
14646,1998,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,JOHN KLINE,REPUBLICAN,False,TOTAL,136866,297701,False,20230706,False
14647,1998,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,WRITEIN,,True,TOTAL,302,297701,False,20230706,False
14648,1998,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,ALETA EDIN,REPUBLICAN,False,TOTAL,66562,236942,False,20230706,False
14649,1998,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,COLLIN C PETERSON,DEMOCRATIC-FARMER-LABOR,False,TOTAL,169907,236942,False,20230706,False
14650,1998,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,WRITEIN,,True,TOTAL,473,236942,False,20230706,False
14651,1998,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,JAMES L OBERSTAR,DEMOCRATIC-FARMER-LABOR,False,TOTAL,173734,263263,False,20230706,False
14652,1998,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,JERRY SHUSTER,REPUBLICAN,False,TOTAL,69667,263263,False,20230706,False
14653,1998,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,LARRY FUHOL,LIBERTARIAN,False,TOTAL,4558,263263,False,20230706,False
14654,1998,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,"STAN ""THE MAN"" ESTES",REFORM,False,TOTAL,15137,263263,False,20230706,False
14655,1998,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,WRITEIN,,True,TOTAL,167,263263,False,20230706,False
14656,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,"JOHN ""ANDY"" ROUSE",LIBERTARIAN,False,TOTAL,2157,99333,False,20230706,False
14657,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,REX WEATHERS,DEMOCRAT,False,TOTAL,30438,99333,False,20230706,False
14658,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,ROGER F WICKER,REPUBLICAN,False,TOTAL,66738,99333,False,20230706,False
14659,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,BENNIE G THOMPSON,DEMOCRAT,False,TOTAL,80284,112817,False,20230706,False
14660,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,WILL CHIPMAN,LIBERTARIAN,False,TOTAL,32533,112817,False,20230706,False
14661,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,False,False,CHARLES T SCARBOROUGH,LIBERTARIAN,False,TOTAL,15465,100250,False,20230706,False
14662,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,False,False,"CHARLES W ""CHIP"" PICKERING",REPUBLICAN,False,TOTAL,84785,100250,False,20230706,False
14663,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,BILL FAUSEK,LIBERTARIAN,False,TOTAL,898,137199,False,20230706,False
14664,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,DELBERT HOSEMANN,REPUBLICAN,False,TOTAL,61551,137199,False,20230706,False
14665,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,KENNETH WELCH,REFORM,False,TOTAL,697,137199,False,20230706,False
14666,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,RONNIE SHOWS,DEMOCRAT,False,TOTAL,73252,137199,False,20230706,False
14667,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,VINCE THORNTON,TAXPAYERS,False,TOTAL,801,137199,False,20230706,False
14668,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,5,GEN,False,False,GENE TAYLOR,DEMOCRAT,False,TOTAL,78661,101095,False,20230706,False
14669,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,5,GEN,False,False,PHILIP MAYEUX,NATURAL LAW,False,TOTAL,498,101095,False,20230706,False
14670,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,5,GEN,False,False,RANDY MCDONNELL,REPUBLICAN,False,TOTAL,19341,101095,False,20230706,False
14671,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,5,GEN,False,False,RAY COFFEY,LIBERTARIAN,False,TOTAL,1530,101095,False,20230706,False
14672,1998,MISSISSIPPI,MS,28,64,46,US HOUSE,5,GEN,False,False,ROBERT CLAUNCH,REFORM,False,TOTAL,1065,101095,False,20230706,False
14673,1998,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,RICHARD E ILLYES,LIBERTARIAN,False,TOTAL,3576,125051,False,20230706,False
14674,1998,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,RICHMOND A SOLUADE SR,REPUBLICAN,False,TOTAL,30635,125051,False,20230706,False
14675,1998,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,"WILLIAM ""BILL"" CLAY",DEMOCRAT,False,TOTAL,90840,125051,False,20230706,False
14676,1998,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,BRIAN K LUNDY,LIBERTARIAN,False,TOTAL,3331,203259,False,20230706,False
14677,1998,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,JAMES M TALENT,REPUBLICAN,False,TOTAL,142313,203259,False,20230706,False
14678,1998,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,JOHN ROSS,DEMOCRAT,False,TOTAL,57565,203259,False,20230706,False
14679,1998,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,50,203259,False,20230706,False
14680,1998,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,JOSEPH C KELLER,TAXPAYERS,False,TOTAL,1532,176099,False,20230706,False
14681,1998,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,MICHAEL H CRIST,LIBERTARIAN,False,TOTAL,2275,176099,False,20230706,False
14682,1998,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,RICHARD A GEPHARDT,DEMOCRAT,False,TOTAL,98287,176099,False,20230706,False
14683,1998,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,WILLIAM J FEDERER,REPUBLICAN,False,TOTAL,74005,176099,False,20230706,False
14684,1998,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,False,False,CECILIA D NOLAND,REPUBLICAN,False,TOTAL,51005,187616,False,20230706,False
14685,1998,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,False,False,"EDWIN W ""ED"" HOAG",LIBERTARIAN,False,TOTAL,3438,187616,False,20230706,False
14686,1998,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,False,False,IKE SKELTON,DEMOCRAT,False,TOTAL,133173,187616,False,20230706,False
14687,1998,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,ELIZABETH ANN DULANEY,REFORM,False,TOTAL,2144,153685,False,20230706,False
14688,1998,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,GRANT S STAUFFER,LIBERTARIAN,False,TOTAL,2646,153685,False,20230706,False
14689,1998,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,KAREN MCCARTHY,DEMOCRAT,False,TOTAL,101313,153685,False,20230706,False
14690,1998,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,PENNY D BENNETT,REPUBLICAN,False,TOTAL,47582,153685,False,20230706,False
14691,1998,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,False,False,JEFF BAILEY,REPUBLICAN,False,TOTAL,51679,192777,False,20230706,False
14692,1998,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,False,False,KARL H WETZEL,LIBERTARIAN,False,TOTAL,4324,192777,False,20230706,False
14693,1998,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,False,False,PAT DANNER,DEMOCRAT,False,TOTAL,136774,192777,False,20230706,False
14694,1998,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,False,False,MARC PERKEL,DEMOCRAT,False,TOTAL,43416,178801,False,20230706,False
14695,1998,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,False,False,MIKE HARMAN,LIBERTARIAN,False,TOTAL,5639,178801,False,20230706,False
14696,1998,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,False,False,ROY BLUNT,REPUBLICAN,False,TOTAL,129746,178801,False,20230706,False
14697,1998,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,False,False,"ANTHONY J ""TONY"" HECKEMEYER",DEMOCRAT,False,TOTAL,59426,166524,False,20230706,False
14698,1998,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,False,False,JO ANNA EMERSON,REPUBLICAN,False,TOTAL,104271,166524,False,20230706,False
14699,1998,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,False,False,JOHN HENDRICKS,LIBERTARIAN,False,TOTAL,2827,166524,False,20230706,False
14700,1998,MISSOURI,MO,29,43,34,US HOUSE,9,GEN,False,False,KENNY C HULSHOF,REPUBLICAN,False,TOTAL,117196,188305,False,20230706,False
14701,1998,MISSOURI,MO,29,43,34,US HOUSE,9,GEN,False,False,LINDA VOGT,DEMOCRAT,False,TOTAL,66861,188305,False,20230706,False
14702,1998,MISSOURI,MO,29,43,34,US HOUSE,9,GEN,False,False,ROBERT HOFFMAN,LIBERTARIAN,False,TOTAL,4248,188305,False,20230706,False
14703,1998,MONTANA,MT,30,81,64,US HOUSE,0,GEN,False,False,DUSTY DESCHAMPS,DEMOCRAT,False,TOTAL,147073,331551,False,20230706,False
14704,1998,MONTANA,MT,30,81,64,US HOUSE,0,GEN,False,False,MIKE FELLOWS,LIBERTARIAN,False,TOTAL,5652,331551,False,20230706,False
14705,1998,MONTANA,MT,30,81,64,US HOUSE,0,GEN,False,False,RICK HILL,REPUBLICAN,False,TOTAL,175748,331551,False,20230706,False
14706,1998,MONTANA,MT,30,81,64,US HOUSE,0,GEN,False,False,WEBB SULLIVAN,REFORM,False,TOTAL,3078,331551,False,20230706,False
14707,1998,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,False,False,DON ERET,DEMOCRAT,False,TOTAL,48826,185227,False,20230706,False
14708,1998,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,False,False,DOUG BEREUTER,REPUBLICAN,False,TOTAL,136058,185227,False,20230706,False
14709,1998,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,False,False,WRITEIN,,True,TOTAL,343,185227,False,20230706,False
14710,1998,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,False,False,LEE TERRY,REPUBLICAN,False,TOTAL,106782,163003,False,20230706,False
14711,1998,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,False,False,MICHAEL SCOTT,DEMOCRAT,False,TOTAL,55722,163003,False,20230706,False
14712,1998,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,False,False,WRITEIN,,True,TOTAL,499,163003,False,20230706,False
14713,1998,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,False,False,BILL BARRETT,REPUBLICAN,False,TOTAL,149896,177729,False,20230706,False
14714,1998,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,False,False,JERRY HICKMAN,LIBERTARIAN,False,TOTAL,27278,177729,False,20230706,False
14715,1998,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,False,False,WRITEIN,,True,TOTAL,555,177729,False,20230706,False
14716,1998,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,DON CHAIREZ,REPUBLICAN,False,TOTAL,73540,161082,False,20230706,False
14717,1998,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,JESS HOWE,INDEPENDENT AMERICAN,False,TOTAL,2935,161082,False,20230706,False
14718,1998,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,JIM BURNS,LIBERTARIAN,False,TOTAL,5292,161082,False,20230706,False
14719,1998,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,SHELLEY BERKLEY,DEMOCRAT,False,TOTAL,79315,161082,False,20230706,False
14720,1998,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,CRISTOPHER HORNE,INDEPENDENT AMERICAN,False,TOTAL,20738,248763,False,20230706,False
14721,1998,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,JIM GIBBONS,REPUBLICAN,False,TOTAL,201623,248763,False,20230706,False
14722,1998,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,LOUIS R TOMBURELLO,LIBERTARIAN,False,TOTAL,18561,248763,False,20230706,False
14723,1998,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,ROBERT W WINQUIST,NATURAL LAW,False,TOTAL,7841,248763,False,20230706,False
14724,1998,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,False,False,JOHN E SUNUNU,REPUBLICAN,False,TOTAL,104430,156213,False,20230706,False
14725,1998,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,False,False,PETER FLOOD,DEMOCRAT,False,TOTAL,51783,156213,False,20230706,False
14726,1998,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,False,False,CHARLES F BASS,REPUBLICAN,False,TOTAL,85740,161295,False,20230706,False
14727,1998,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,False,False,MARY RAUH,DEMOCRAT,False,TOTAL,72217,161295,False,20230706,False
