,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
22691,2010,CALIFORNIA,CA,6,93,71,US HOUSE,22,GEN,,False,WRITEIN,,True,TOTAL,2173,175663,False,20230706,False
22692,2010,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,False,DARRELL M STAFFORD,LIBERTARIAN,False,TOTAL,3326,193463,False,20230706,False
22693,2010,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,False,JOHN V HAGER,INDEPENDENT,False,TOTAL,5625,193463,False,20230706,False
22694,2010,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,False,LOIS CAPPS,DEMOCRAT,False,TOTAL,111768,193463,False,20230706,False
22695,2010,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,False,TOM WATSON,REPUBLICAN,False,TOTAL,72744,193463,False,20230706,False
22696,2010,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,,False,ELTON GALLEGLY,REPUBLICAN,False,TOTAL,144055,240334,False,20230706,False
22697,2010,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,,False,TIMOTHY J ALLISON,DEMOCRAT,False,TOTAL,96279,240334,False,20230706,False
22698,2010,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,,False,"HOWARD P ""BUCK"" MCKEON",REPUBLICAN,False,TOTAL,118308,191336,False,20230706,False
22699,2010,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,,False,JACKIE CONAWAY,DEMOCRAT,False,TOTAL,73028,191336,False,20230706,False
22700,2010,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,,False,DAVID DREIER,REPUBLICAN,False,TOTAL,112774,208347,False,20230706,False
22701,2010,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,,False,DAVID L MILLER,AMERICAN INDEPENDENT,False,TOTAL,12784,208347,False,20230706,False
22702,2010,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,,False,RANDALL WEISSBUCH,LIBERTARIAN,False,TOTAL,6696,208347,False,20230706,False
22703,2010,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,,False,RUSS WARNER,DEMOCRAT,False,TOTAL,76093,208347,False,20230706,False
22704,2010,CALIFORNIA,CA,6,93,71,US HOUSE,27,GEN,,False,BRAD SHERMAN,DEMOCRAT,False,TOTAL,102927,157983,False,20230706,False
22705,2010,CALIFORNIA,CA,6,93,71,US HOUSE,27,GEN,,False,MARK REED,REPUBLICAN,False,TOTAL,55056,157983,False,20230706,False
22706,2010,CALIFORNIA,CA,6,93,71,US HOUSE,28,GEN,,False,CARLOS A RODRIGUEZ,LIBERTARIAN,False,TOTAL,10229,127107,False,20230706,False
22707,2010,CALIFORNIA,CA,6,93,71,US HOUSE,28,GEN,,False,HOWARD L BERMAN,DEMOCRAT,False,TOTAL,88385,127107,False,20230706,False
22708,2010,CALIFORNIA,CA,6,93,71,US HOUSE,28,GEN,,False,MERLIN FLOYD,REPUBLICAN,False,TOTAL,28493,127107,False,20230706,False
22709,2010,CALIFORNIA,CA,6,93,71,US HOUSE,29,GEN,,False,ADAM B SCHIFF,DEMOCRAT,False,TOTAL,104374,161126,False,20230706,False
22710,2010,CALIFORNIA,CA,6,93,71,US HOUSE,29,GEN,,False,JOHN P COLBERT,REPUBLICAN,False,TOTAL,51534,161126,False,20230706,False
22711,2010,CALIFORNIA,CA,6,93,71,US HOUSE,29,GEN,,False,WILLIAM P CUSHING,LIBERTARIAN,False,TOTAL,5218,161126,False,20230706,False
22712,2010,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,,False,CHARLES E WILKERSON,REPUBLICAN,False,TOTAL,75948,237747,False,20230706,False
22713,2010,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,,False,ERICH D MILLER,LIBERTARIAN,False,TOTAL,5021,237747,False,20230706,False
22714,2010,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,,False,HENRY A WAXMAN,DEMOCRAT,False,TOTAL,153663,237747,False,20230706,False
22715,2010,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,,False,RICHARD R CASTALDO,PEACE AND FREEDOM,False,TOTAL,3115,237747,False,20230706,False
22716,2010,CALIFORNIA,CA,6,93,71,US HOUSE,31,GEN,,False,STEPHEN C SMITH,REPUBLICAN,False,TOTAL,14740,91106,False,20230706,False
22717,2010,CALIFORNIA,CA,6,93,71,US HOUSE,31,GEN,,False,WRITEIN,,True,TOTAL,3,91106,False,20230706,False
22718,2010,CALIFORNIA,CA,6,93,71,US HOUSE,31,GEN,,False,XAVIER BECERRA,DEMOCRAT,False,TOTAL,76363,91106,False,20230706,False
22719,2010,CALIFORNIA,CA,6,93,71,US HOUSE,32,GEN,,False,"EDWARD ""ED"" SCHMERLING",REPUBLICAN,False,TOTAL,31697,109456,False,20230706,False
22720,2010,CALIFORNIA,CA,6,93,71,US HOUSE,32,GEN,,False,JUDY CHU,DEMOCRAT,False,TOTAL,77759,109456,False,20230706,False
22721,2010,CALIFORNIA,CA,6,93,71,US HOUSE,33,GEN,,False,JAMES L ANDION,REPUBLICAN,False,TOTAL,21342,153333,False,20230706,False
22722,2010,CALIFORNIA,CA,6,93,71,US HOUSE,33,GEN,,False,KAREN BASS,DEMOCRAT,False,TOTAL,131990,153333,False,20230706,False
22723,2010,CALIFORNIA,CA,6,93,71,US HOUSE,33,GEN,,False,WRITEIN,,True,TOTAL,1,153333,False,20230706,False
22724,2010,CALIFORNIA,CA,6,93,71,US HOUSE,34,GEN,,False,LUCILLE ROYBAL-ALLARD,DEMOCRAT,False,TOTAL,69382,89839,False,20230706,False
22725,2010,CALIFORNIA,CA,6,93,71,US HOUSE,34,GEN,,False,WAYNE MILLER,REPUBLICAN,False,TOTAL,20457,89839,False,20230706,False
22726,2010,CALIFORNIA,CA,6,93,71,US HOUSE,35,GEN,,False,K BRUCE BROWN,REPUBLICAN,False,TOTAL,25561,123694,False,20230706,False
22727,2010,CALIFORNIA,CA,6,93,71,US HOUSE,35,GEN,,False,MAXINE WATERS,DEMOCRAT,False,TOTAL,98131,123694,False,20230706,False
22728,2010,CALIFORNIA,CA,6,93,71,US HOUSE,35,GEN,,False,WRITEIN,,True,TOTAL,2,123694,False,20230706,False
22729,2010,CALIFORNIA,CA,6,93,71,US HOUSE,36,GEN,,False,HERB PETERS,LIBERTARIAN,False,TOTAL,10840,192035,False,20230706,False
22730,2010,CALIFORNIA,CA,6,93,71,US HOUSE,36,GEN,,False,JANE HARMAN,DEMOCRAT,False,TOTAL,114489,192035,False,20230706,False
22731,2010,CALIFORNIA,CA,6,93,71,US HOUSE,36,GEN,,False,MATTIE FEIN,REPUBLICAN,False,TOTAL,66706,192035,False,20230706,False
22732,2010,CALIFORNIA,CA,6,93,71,US HOUSE,37,GEN,,False,LAURA RICHARDSON,DEMOCRAT,False,TOTAL,85799,125518,False,20230706,False
22733,2010,CALIFORNIA,CA,6,93,71,US HOUSE,37,GEN,,False,NICHOLAS DIBS,INDEPENDENT,False,TOTAL,10560,125518,False,20230706,False
22734,2010,CALIFORNIA,CA,6,93,71,US HOUSE,37,GEN,,False,STAR PARKER,REPUBLICAN,False,TOTAL,29159,125518,False,20230706,False
22735,2010,CALIFORNIA,CA,6,93,71,US HOUSE,38,GEN,,False,GRACE F NAPOLITANO,DEMOCRAT,False,TOTAL,85459,116342,False,20230706,False
22736,2010,CALIFORNIA,CA,6,93,71,US HOUSE,38,GEN,,False,ROBERT VAUGHN,REPUBLICAN,False,TOTAL,30883,116342,False,20230706,False
22737,2010,CALIFORNIA,CA,6,93,71,US HOUSE,39,GEN,,False,JOHN A SMITH,AMERICAN INDEPENDENT,False,TOTAL,5334,128961,False,20230706,False
22738,2010,CALIFORNIA,CA,6,93,71,US HOUSE,39,GEN,,False,LARRY S ANDRE,REPUBLICAN,False,TOTAL,42037,128961,False,20230706,False
22739,2010,CALIFORNIA,CA,6,93,71,US HOUSE,39,GEN,,False,LINDA T SANCHEZ,DEMOCRAT,False,TOTAL,81590,128961,False,20230706,False
22740,2010,CALIFORNIA,CA,6,93,71,US HOUSE,40,GEN,,False,CHRISTINA AVALOS,DEMOCRAT,False,TOTAL,59400,178855,False,20230706,False
22741,2010,CALIFORNIA,CA,6,93,71,US HOUSE,40,GEN,,False,EDWARD R ROYCE,REPUBLICAN,False,TOTAL,119455,178855,False,20230706,False
22742,2010,CALIFORNIA,CA,6,93,71,US HOUSE,41,GEN,,False,JERRY LEWIS,REPUBLICAN,False,TOTAL,127857,202286,False,20230706,False
22743,2010,CALIFORNIA,CA,6,93,71,US HOUSE,41,GEN,,False,PAT MEAGHER,DEMOCRAT,False,TOTAL,74394,202286,False,20230706,False
22744,2010,CALIFORNIA,CA,6,93,71,US HOUSE,41,GEN,,False,WRITEIN,,True,TOTAL,35,202286,False,20230706,False
22745,2010,CALIFORNIA,CA,6,93,71,US HOUSE,42,GEN,,False,GARY G MILLER,REPUBLICAN,False,TOTAL,127161,204398,False,20230706,False
22746,2010,CALIFORNIA,CA,6,93,71,US HOUSE,42,GEN,,False,MARK LAMBERT,LIBERTARIAN,False,TOTAL,12115,204398,False,20230706,False
22747,2010,CALIFORNIA,CA,6,93,71,US HOUSE,42,GEN,,False,MICHAEL WILLIAMSON,DEMOCRAT,False,TOTAL,65122,204398,False,20230706,False
22748,2010,CALIFORNIA,CA,6,93,71,US HOUSE,43,GEN,,False,JOE BACA,DEMOCRAT,False,TOTAL,70026,106916,False,20230706,False
22749,2010,CALIFORNIA,CA,6,93,71,US HOUSE,43,GEN,,False,SCOTT FOLKENS,REPUBLICAN,False,TOTAL,36890,106916,False,20230706,False
22750,2010,CALIFORNIA,CA,6,93,71,US HOUSE,44,GEN,,False,BILL HEDRICK,DEMOCRAT,False,TOTAL,85784,193266,False,20230706,False
22751,2010,CALIFORNIA,CA,6,93,71,US HOUSE,44,GEN,,False,KEN CALVERT,REPUBLICAN,False,TOTAL,107482,193266,False,20230706,False
22752,2010,CALIFORNIA,CA,6,93,71,US HOUSE,45,GEN,,False,BILL LUSSENHEIDE,AMERICAN INDEPENDENT,False,TOTAL,13188,206801,False,20230706,False
22753,2010,CALIFORNIA,CA,6,93,71,US HOUSE,45,GEN,,False,MARY BONO MACK,REPUBLICAN,False,TOTAL,106472,206801,False,20230706,False
22754,2010,CALIFORNIA,CA,6,93,71,US HOUSE,45,GEN,,False,STEVE POUGNET,DEMOCRAT,False,TOTAL,87141,206801,False,20230706,False
22755,2010,CALIFORNIA,CA,6,93,71,US HOUSE,46,GEN,,False,DANA ROHRABACHER,REPUBLICAN,False,TOTAL,139822,224782,False,20230706,False
22756,2010,CALIFORNIA,CA,6,93,71,US HOUSE,46,GEN,,False,KEN ARNOLD,DEMOCRAT,False,TOTAL,84940,224782,False,20230706,False
22757,2010,CALIFORNIA,CA,6,93,71,US HOUSE,46,GEN,,False,WRITEIN,,True,TOTAL,20,224782,False,20230706,False
22758,2010,CALIFORNIA,CA,6,93,71,US HOUSE,47,GEN,,False,"CECILIA ""CECI"" IGLESIAS",INDEPENDENT,False,TOTAL,7443,95954,False,20230706,False
22759,2010,CALIFORNIA,CA,6,93,71,US HOUSE,47,GEN,,False,LORETTA SANCHEZ,DEMOCRAT,False,TOTAL,50832,95954,False,20230706,False
22760,2010,CALIFORNIA,CA,6,93,71,US HOUSE,47,GEN,,False,VAN TRAN,REPUBLICAN,False,TOTAL,37679,95954,False,20230706,False
22761,2010,CALIFORNIA,CA,6,93,71,US HOUSE,48,GEN,,False,BETH KROM,DEMOCRAT,False,TOTAL,88465,242719,False,20230706,False
22762,2010,CALIFORNIA,CA,6,93,71,US HOUSE,48,GEN,,False,JOHN CAMPBELL,REPUBLICAN,False,TOTAL,145481,242719,False,20230706,False
22763,2010,CALIFORNIA,CA,6,93,71,US HOUSE,48,GEN,,False,MIKE BINKLEY,LIBERTARIAN,False,TOTAL,8773,242719,False,20230706,False
22764,2010,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,,False,DARRELL E ISSA,REPUBLICAN,False,TOTAL,119088,189677,False,20230706,False
22765,2010,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,,False,DION CLARK,AMERICAN INDEPENDENT,False,TOTAL,6585,189677,False,20230706,False
22766,2010,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,,False,HOWARD KATZ,DEMOCRAT,False,TOTAL,59714,189677,False,20230706,False
22767,2010,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,,False,MIKE PASTER,LIBERTARIAN,False,TOTAL,4290,189677,False,20230706,False
22768,2010,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,,False,BRIAN P BILBRAY,REPUBLICAN,False,TOTAL,142247,251081,False,20230706,False
22769,2010,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,,False,FRANCINE BUSBY,DEMOCRAT,False,TOTAL,97818,251081,False,20230706,False
22770,2010,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,,False,LARS GROSSMITH,LIBERTARIAN,False,TOTAL,5546,251081,False,20230706,False
22771,2010,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,,False,MIRIAM E CLARK,PEACE AND FREEDOM,False,TOTAL,5470,251081,False,20230706,False
22772,2010,CALIFORNIA,CA,6,93,71,US HOUSE,51,GEN,,False,BOB FILNER,DEMOCRAT,False,TOTAL,86423,143916,False,20230706,False
22773,2010,CALIFORNIA,CA,6,93,71,US HOUSE,51,GEN,,False,MARCUS JAY SHAPIRO,,True,TOTAL,5,143916,False,20230706,False
22774,2010,CALIFORNIA,CA,6,93,71,US HOUSE,51,GEN,,False,NICK POPADITCH,REPUBLICAN,False,TOTAL,57488,143916,False,20230706,False
22775,2010,CALIFORNIA,CA,6,93,71,US HOUSE,52,GEN,,False,DUNCAN HUNTER,REPUBLICAN,False,TOTAL,139460,221062,False,20230706,False
22776,2010,CALIFORNIA,CA,6,93,71,US HOUSE,52,GEN,,False,MICHAEL BENOIT,LIBERTARIAN,False,TOTAL,10732,221062,False,20230706,False
22777,2010,CALIFORNIA,CA,6,93,71,US HOUSE,52,GEN,,False,RAY LUTZ,DEMOCRAT,False,TOTAL,70870,221062,False,20230706,False
22778,2010,CALIFORNIA,CA,6,93,71,US HOUSE,53,GEN,,False,MICHAEL CRIMMINS,REPUBLICAN,False,TOTAL,57230,168328,False,20230706,False
22779,2010,CALIFORNIA,CA,6,93,71,US HOUSE,53,GEN,,False,PAUL DEKKER,LIBERTARIAN,False,TOTAL,6298,168328,False,20230706,False
22780,2010,CALIFORNIA,CA,6,93,71,US HOUSE,53,GEN,,False,SUSAN A DAVIS,DEMOCRAT,False,TOTAL,104800,168328,False,20230706,False
22781,2010,COLORADO,CO,8,84,62,US HOUSE,1,GEN,,False,CHRIS STYSKAL,AMERICAN CONSTITUTION,False,TOTAL,2141,207751,False,20230706,False
22782,2010,COLORADO,CO,8,84,62,US HOUSE,1,GEN,,False,CLINT JONES,LIBERTARIAN,False,TOTAL,2867,207751,False,20230706,False
22783,2010,COLORADO,CO,8,84,62,US HOUSE,1,GEN,,False,DIANA DEGETTE,DEMOCRAT,False,TOTAL,140073,207751,False,20230706,False
22784,2010,COLORADO,CO,8,84,62,US HOUSE,1,GEN,,False,GARY SWING,GREEN,False,TOTAL,2923,207751,False,20230706,False
22785,2010,COLORADO,CO,8,84,62,US HOUSE,1,GEN,,False,MIKE FALLON,REPUBLICAN,False,TOTAL,59747,207751,False,20230706,False
22786,2010,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,CURTIS HARRIS,LIBERTARIAN,False,TOTAL,5056,259034,False,20230706,False
22787,2010,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,JARED POLIS,DEMOCRAT,False,TOTAL,148720,259034,False,20230706,False
22788,2010,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,JENNA GOSS,AMERICAN CONSTITUTION,False,TOTAL,7080,259034,False,20230706,False
22789,2010,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,STEPHEN BAILEY,REPUBLICAN,False,TOTAL,98171,259034,False,20230706,False
22790,2010,COLORADO,CO,8,84,62,US HOUSE,2,GEN,,False,WRITEIN,,True,TOTAL,7,259034,False,20230706,False
22791,2010,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,GREGORY GILMAN,LIBERTARIAN,False,TOTAL,5678,257999,False,20230706,False
22792,2010,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,JAKE SEGREST,UNAFFILIATED,False,TOTAL,4982,257999,False,20230706,False
22793,2010,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,JOHN T SALAZAR,DEMOCRAT,False,TOTAL,118048,257999,False,20230706,False
22794,2010,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,SCOTT R TIPTIN,REPUBLICAN,False,TOTAL,129257,257999,False,20230706,False
22795,2010,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,WRITEIN,,True,TOTAL,23,257999,False,20230706,False
22796,2010,COLORADO,CO,8,84,62,US HOUSE,3,GEN,,False,WRITEIN,,True,TOTAL,11,257999,False,20230706,False
22797,2010,COLORADO,CO,8,84,62,US HOUSE,4,GEN,,False,BETSY MARKEY,DEMOCRAT,False,TOTAL,109249,264181,False,20230706,False
22798,2010,COLORADO,CO,8,84,62,US HOUSE,4,GEN,,False,CORY GARDNER,REPUBLICAN,False,TOTAL,138634,264181,False,20230706,False
22799,2010,COLORADO,CO,8,84,62,US HOUSE,4,GEN,,False,DOUG ADEN,AMERICAN CONSTITUTION,False,TOTAL,12312,264181,False,20230706,False
22800,2010,COLORADO,CO,8,84,62,US HOUSE,4,GEN,,False,"KEN ""WASKO"" WASZKIEWICZ",UNAFFILIATED,False,TOTAL,3986,264181,False,20230706,False
22801,2010,COLORADO,CO,8,84,62,US HOUSE,5,GEN,,False,"BRIAN ""BARRON X"" SCOTT",AMERICAN CONSTITUTION,False,TOTAL,5886,232434,False,20230706,False
22802,2010,COLORADO,CO,8,84,62,US HOUSE,5,GEN,,False,DOUG LAMBORN,REPUBLICAN,False,TOTAL,152829,232434,False,20230706,False
22803,2010,COLORADO,CO,8,84,62,US HOUSE,5,GEN,,False,JERELL KLAVER,LIBERTARIAN,False,TOTAL,5680,232434,False,20230706,False
22804,2010,COLORADO,CO,8,84,62,US HOUSE,5,GEN,,False,KEVIN BRADLEY,DEMOCRAT,False,TOTAL,68039,232434,False,20230706,False
22805,2010,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,JOHN FLERLAGE,DEMOCRAT,False,TOTAL,104104,330943,False,20230706,False
22806,2010,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,MIKE COFFMAN,REPUBLICAN,False,TOTAL,217368,330943,False,20230706,False
22807,2010,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,ROB MCNEALY,LIBERTARIAN,False,TOTAL,9466,330943,False,20230706,False
22808,2010,COLORADO,CO,8,84,62,US HOUSE,6,GEN,,False,WRITEIN,,True,TOTAL,5,330943,False,20230706,False
22809,2010,COLORADO,CO,8,84,62,US HOUSE,7,GEN,,False,BUCK BAILEY,LIBERTARIAN,False,TOTAL,10117,210810,False,20230706,False
22810,2010,COLORADO,CO,8,84,62,US HOUSE,7,GEN,,False,ED PERLMUTTER,DEMOCRAT,False,TOTAL,112667,210810,False,20230706,False
22811,2010,COLORADO,CO,8,84,62,US HOUSE,7,GEN,,False,RYAN FRAZIER,REPUBLICAN,False,TOTAL,88026,210810,False,20230706,False
22812,2010,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,ANN BRICKLEY,REPUBLICAN,False,TOTAL,84076,226038,False,20230706,False
22813,2010,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,CRISTOPHER J HUTCHINSON,SOCIALIST ACTION,False,TOTAL,955,226038,False,20230706,False
22814,2010,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,JOHN B LARSON,DEMOCRAT,False,TOTAL,130538,226038,False,20230706,True
22815,2010,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,JOHN B LARSON,WORKING FAMILIES,False,TOTAL,7902,226038,False,20230706,True
22816,2010,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,KENNETH J KRAYESKE,GREEN,False,TOTAL,2564,226038,False,20230706,False
22817,2010,CONNECTICUT,CT,9,16,1,US HOUSE,1,GEN,,False,WRITEIN,,True,TOTAL,3,226038,False,20230706,False
22818,2010,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,G SCOTT DESHEFY,GREEN,False,TOTAL,3344,246809,False,20230706,False
22819,2010,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,JANET PECKINPAUGH,REPUBLICAN,False,TOTAL,95671,246809,False,20230706,False
22820,2010,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,JOE CORTNEY,DEMOCRAT,False,TOTAL,140888,246809,False,20230706,True
22821,2010,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,JOE CORTNEY,WORKING FAMILIES,False,TOTAL,6860,246809,False,20230706,True
22822,2010,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,MURIEL P MIANCHI,,True,TOTAL,19,246809,False,20230706,False
22823,2010,CONNECTICUT,CT,9,16,1,US HOUSE,2,GEN,,False,WRITEIN,,True,TOTAL,27,246809,False,20230706,False
22824,2010,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,CHARLES A PILLSBURY,GREEN,False,TOTAL,2984,220661,False,20230706,False
22825,2010,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,JERRY LABRIOLA JR,REPUBLICAN,False,TOTAL,74107,220661,False,20230706,False
22826,2010,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,ROSA L DELAURO,DEMOCRAT,False,TOTAL,134544,220661,False,20230706,True
22827,2010,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,ROSA L DELAURO,WORKING FAMILIES,False,TOTAL,9021,220661,False,20230706,True
22828,2010,CONNECTICUT,CT,9,16,1,US HOUSE,3,GEN,,False,WRITEIN,,True,TOTAL,5,220661,False,20230706,False
22829,2010,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,DAN DEBICELLA,REPUBLICAN,False,TOTAL,102030,217391,False,20230706,False
22830,2010,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,JAMES A HIMES,DEMOCRAT,False,TOTAL,110746,217391,False,20230706,True
22831,2010,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,JAMES A HIMES,WORKING FAMILIES,False,TOTAL,4605,217391,False,20230706,True
22832,2010,CONNECTICUT,CT,9,16,1,US HOUSE,4,GEN,,False,WRITEIN,,True,TOTAL,10,217391,False,20230706,False
22833,2010,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,CHRISTOPHER S MURPHY,DEMOCRAT,False,TOTAL,118231,227303,False,20230706,True
22834,2010,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,CHRISTOPHER S MURPHY,WORKING FAMILIES,False,TOTAL,4648,227303,False,20230706,True
22835,2010,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,SAM S F CALIGIURI,INDEPENDENT,False,TOTAL,2310,227303,False,20230706,True
22836,2010,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,SAM S F CALIGIURI,REPUBLICAN,False,TOTAL,102092,227303,False,20230706,True
22837,2010,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,WRITEIN,,True,TOTAL,20,227303,False,20230706,False
22838,2010,CONNECTICUT,CT,9,16,1,US HOUSE,5,GEN,,False,WRITEIN,,True,TOTAL,2,227303,False,20230706,False
22839,2010,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,,False,BRENT A WANGEN,LIBERTARIAN,False,TOTAL,1986,305636,False,20230706,False
22840,2010,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,,False,EARL R LOFLAND,INDEPENDENT PARTY OF DELAWARE,False,TOTAL,3704,305636,False,20230706,False
22841,2010,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,,False,GLEN URQUHART,REPUBLICAN,False,TOTAL,125442,305636,False,20230706,False
22842,2010,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,,False,JEFFREY BROWN,BLUE ENIGMA,False,TOTAL,961,305636,False,20230706,False
22843,2010,DELAWARE,DE,10,51,11,US HOUSE,0,GEN,,False,JOHN C CARNEY,DEMOCRAT,False,TOTAL,173543,305636,False,20230706,False
22844,2010,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,,False,JEFF MILLER,REPUBLICAN,False,TOTAL,170821,213526,False,20230706,False
22845,2010,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,,False,JOE CANTRELL,NO PARTY AFFILIATION,False,TOTAL,23250,213526,False,20230706,False
22846,2010,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,,False,JOHN KRAUSE,NO PARTY AFFILIATION,False,TOTAL,18253,213526,False,20230706,False
22847,2010,FLORIDA,FL,12,59,43,US HOUSE,1,GEN,,False,WRITEIN,,True,TOTAL,1202,213526,False,20230706,False
22848,2010,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,,False,ALLEN BOYD,DEMOCRAT,False,TOTAL,105211,254438,False,20230706,False
22849,2010,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,,False,DIANNE BERRYHILL,NO PARTY AFFILIATION,False,TOTAL,5705,254438,False,20230706,False
22850,2010,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,,False,PAUL C MCKAIN,NO PARTY AFFILIATION,False,TOTAL,7135,254438,False,20230706,False
22851,2010,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,,False,STEVE SOUTHERLAND,REPUBLICAN,False,TOTAL,136371,254438,False,20230706,False
22852,2010,FLORIDA,FL,12,59,43,US HOUSE,2,GEN,,False,WRITEIN,,True,TOTAL,16,254438,False,20230706,False
22853,2010,FLORIDA,FL,12,59,43,US HOUSE,3,GEN,,False,CORRINE BROWN,DEMOCRAT,False,TOTAL,94744,150301,False,20230706,False
22854,2010,FLORIDA,FL,12,59,43,US HOUSE,3,GEN,,False,"MICAHEL ""MIKE"" YOST",REPUBLICAN,False,TOTAL,50932,150301,False,20230706,False
22855,2010,FLORIDA,FL,12,59,43,US HOUSE,3,GEN,,False,TERRY MARTIN-BACK,NO PARTY AFFILIATION,False,TOTAL,4625,150301,False,20230706,False
22856,2010,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,ANDER CRENSHAW,REPUBLICAN,False,TOTAL,178238,230845,False,20230706,False
22857,2010,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,TROY D STANLEY,NO PARTY AFFILIATION,False,TOTAL,52540,230845,False,20230706,False
22858,2010,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,WRITEIN,,True,TOTAL,40,230845,False,20230706,False
22859,2010,FLORIDA,FL,12,59,43,US HOUSE,4,GEN,,False,WRITEIN,,True,TOTAL,27,230845,False,20230706,False
22860,2010,FLORIDA,FL,12,59,43,US HOUSE,5,GEN,,False,"JAMES ""JIM"" PICCILLO",DEMOCRAT,False,TOTAL,100858,309673,False,20230706,False
22861,2010,FLORIDA,FL,12,59,43,US HOUSE,5,GEN,,False,"RICHARD B ""RICH"" NUGENT",REPUBLICAN,False,TOTAL,208815,309673,False,20230706,False
22862,2010,FLORIDA,FL,12,59,43,US HOUSE,6,GEN,,False,CLIFF STEARNS,REPUBLICAN,False,TOTAL,179349,250981,False,20230706,False
