,Seat,State,Name,LQ Score,Year
602,6,LOUISIANA,Cassidy R,5,2010
603,4,LOUISIANA,Fleming R,5,2010
604,3,LOUISIANA,Melancon D,65,2010
605,1,LOUISIANA,Scalise R,0,2010
606,2,MAINE,Michaud D,90,2010
607,1,MAINE,Pingree D,100,2010
608,6,MARYLAND,Bartlett R,0,2010
609,7,MARYLAND,Cummings D,95,2010
610,4,MARYLAND,Edwards D. D,95,2010
611,5,MARYLAND,Hoyer D,90,2010
612,1,MARYLAND,Kratovil D,50,2010
613,2,MARYLAND,Ruppersberger D,80,2010
614,3,MARYLAND,Sarbanes D,95,2010
615,8,MARYLAND,Van Hollen D,100,2010
616,8,MASSACHUSETTS,Capuano D,95,2010
617,10,MASSACHUSETTS,Delahunt D,70,2010
618,4,MASSACHUSETTS,Frank B. D,100,2010
619,9,MASSACHUSETTS,Lynch D,95,2010
620,7,MASSACHUSETTS,Markey E. D,100,2010
621,3,MASSACHUSETTS,McGovern D,100,2010
622,2,MASSACHUSETTS,Neal D,95,2010
623,1,MASSACHUSETTS,Olver D,100,2010
624,6,MASSACHUSETTS,Tierney D,95,2010
625,5,MASSACHUSETTS,Tsongas D,95,2010
626,4,MICHIGAN,Camp R,0,2010
627,14,MICHIGAN,Conyers D,90,2010
628,15,MICHIGAN,Dingell D,85,2010
629,3,MICHIGAN,Ehlers R,40,2010
630,2,MICHIGAN,Hoekstra R,5,2010
631,5,MICHIGAN,Kildee D,95,2010
632,13,MICHIGAN,Kilpatrick D,75,2010
633,12,MICHIGAN,Levin S. D,90,2010
634,11,MICHIGAN,McCotter R,15,2010
635,10,MICHIGAN,Miller C. R,5,2010
636,9,MICHIGAN,Peters D,90,2010
637,8,MICHIGAN,Rogers Mike R,10,2010
638,7,MICHIGAN,Schauer D,90,2010
639,1,MICHIGAN,Stupak D,95,2010
640,6,MICHIGAN,Upton R,10,2010
641,6,MINNESOTA,Bachmann R,5,2010
642,5,MINNESOTA,Ellison D,100,2010
643,2,MINNESOTA,Kline J. R,0,2010
644,4,MINNESOTA,McCollum D,100,2010
645,8,MINNESOTA,Oberstar D,95,2010
646,3,MINNESOTA,Paulsen R,0,2010
647,7,MINNESOTA,Peterson D,40,2010
648,1,MINNESOTA,Walz D,90,2010
649,1,MISSISSIPPI,Childers D,35,2010
650,3,MISSISSIPPI,Harper R,0,2010
651,4,MISSISSIPPI,Taylor D,35,2010
652,2,MISSISSIPPI,Thompson B. D,95,2010
653,2,MISSOURI,Akin R,0,2010
654,7,MISSOURI,Blunt R,0,2010
655,3,MISSOURI,Carnahan D,95,2010
656,1,MISSOURI,Clay D,85,2010
657,5,MISSOURI,Cleaver D,100,2010
658,8,MISSOURI,Emerson R,0,2010
659,6,MISSOURI,Graves S. R,0,2010
660,9,MISSOURI,Luetkemeyer R,0,2010
661,4,MISSOURI,Skelton D,45,2010
662,1,MONTANA,Rehberg R,5,2010
663,1,NEBRASKA,Fortenberry R,15,2010
664,3,NEBRASKA,Smith Adrian R,0,2010
665,2,NEBRASKA,Terry R,5,2010
666,1,NEVADA,Berkley D,85,2010
667,2,NEVADA,Heller R,10,2010
668,3,NEVADA,Titus D,85,2010
669,2,NEW HAMPSHIRE,Hodes D,80,2010
670,1,NEW HAMPSHIRE,SheaPorter D,95,2010
671,3,NEW JERSEY,Adler D,55,2010
672,1,NEW JERSEY,Andrews D,90,2010
673,11,NEW JERSEY,Frelinghuysen R,5,2010
674,5,NEW JERSEY,Garrett R,5,2010
675,12,NEW JERSEY,Holt D,100,2010
676,7,NEW JERSEY,Lance R,5,2010
677,2,NEW JERSEY,LoBiondo R,15,2010
678,6,NEW JERSEY,Pallone D,95,2010
679,8,NEW JERSEY,Pascrell D,95,2010
680,10,NEW JERSEY,Payne D,95,2010
681,9,NEW JERSEY,Rothman D,90,2010
682,13,NEW JERSEY,Sires D,90,2010
683,4,NEW JERSEY,Smith C. R,15,2010
684,1,NEW MEXICO,Heinrich D,100,2010
685,3,NEW MEXICO,Lujan D,100,2010
686,2,NEW MEXICO,Teague D,70,2010
687,5,NEW YORK,Ackerman D,90,2010
688,24,NEW YORK,Arcuri D,70,2010
689,1,NEW YORK,Bishop T. D,95,2010
690,11,NEW YORK,Clarke D,95,2010
691,7,NEW YORK,Crowley D,95,2010
692,17,NEW YORK,Engel D,100,2010
693,19,NEW YORK,Hall J. D,95,2010
694,27,NEW YORK,Higgins D,90,2010
695,22,NEW YORK,Hinchey D,100,2010
696,2,NEW YORK,Israel D,90,2010
697,3,NEW YORK,King P. R,10,2010
698,26,NEW YORK,Lee C. R,15,2010
699,18,NEW YORK,Lowey D,90,2010
700,25,NEW YORK,Maffei D,90,2010
701,14,NEW YORK,Maloney D,95,2010
702,4,NEW YORK,McCarthy C. D,80,2010
703,13,NEW YORK,McMahon D,55,2010
704,6,NEW YORK,Meeks G. D,90,2010
705,20,NEW YORK,Murphy S. D,85,2010
706,8,NEW YORK,Nadler D,100,2010
707,23,NEW YORK,Owens D,70,2010
708,15,NEW YORK,Rangel D,100,2010
709,16,NEW YORK,Serrano D,100,2010
710,28,NEW YORK,Slaughter D,100,2010
711,21,NEW YORK,Tonko D,100,2010
712,10,NEW YORK,Towns D,100,2010
713,12,NEW YORK,Velazquez D,100,2010
714,9,NEW YORK,Weiner D,100,2010
715,1,NORTH CAROLINA,Butterfi eld D,90,2010
716,6,NORTH CAROLINA,Coble R,5,2010
717,2,NORTH CAROLINA,Etheridge D,85,2010
718,5,NORTH CAROLINA,Foxx R,5,2010
719,3,NORTH CAROLINA,Jones R,30,2010
720,8,NORTH CAROLINA,Kissell D,70,2010
721,10,NORTH CAROLINA,McHenry R,0,2010
722,7,NORTH CAROLINA,McIntyre D,35,2010
723,13,NORTH CAROLINA,Miller B. D,100,2010
724,9,NORTH CAROLINA,Myrick R,0,2010
725,4,NORTH CAROLINA,Price D. D,95,2010
726,11,NORTH CAROLINA,Shuler D,50,2010
727,12,NORTH CAROLINA,Watt D,85,2010
728,1,NORTH DAKOTA,Pomeroy D,85,2010
729,7,OHIO,Austria R,0,2010
730,16,OHIO,Boccieri D,75,2010
731,8,OHIO,Boehner R,0,2010
732,1,OHIO,Driehaus D,80,2010
733,11,OHIO,Fudge D,95,2010
734,4,OHIO,Jordan R,5,2010
735,9,OHIO,Kaptur D,85,2010
736,15,OHIO,Kilroy D,95,2010
737,10,OHIO,Kucinich D,90,2010
738,14,OHIO,LaTourette R,10,2010
739,5,OHIO,Latta R,0,2010
740,17,OHIO,Ryan T. D,90,2010
741,2,OHIO,Schmidt R,5,2010
742,18,OHIO,Space D,60,2010
743,13,OHIO,Sutton D,95,2010
744,12,OHIO,Tiberi R,0,2010
745,3,OHIO,Turner R,10,2010
746,6,OHIO,Wilson Charlie D,75,2010
747,2,OKLAHOMA,Boren D,30,2010
748,4,OKLAHOMA,Cole R,0,2010
749,5,OKLAHOMA,Fallin R,0,2010
750,3,OKLAHOMA,Lucas R,0,2010
751,1,OKLAHOMA,Sullivan R,5,2010
752,3,OREGON,Blumenauer D,100,2010
753,4,OREGON,DeFazio D,95,2010
754,5,OREGON,Schrader D,85,2010
755,2,OREGON,Walden R,0,2010
756,1,OREGON,Wu D,85,2010
757,4,PENNSYLVANIA,Altmire D,65,2010
758,1,PENNSYLVANIA,Brady R. D,95,2010
759,10,PENNSYLVANIA,Carney D,65,2010
760,12,PENNSYLVANIA,Critz D I I,45,2010
761,3,PENNSYLVANIA,Dahlkemper D,90,2010
762,15,PENNSYLVANIA,Dent R,25,2010
763,14,PENNSYLVANIA,Doyle D,90,2010
764,2,PENNSYLVANIA,Fattah D,95,2010
765,6,PENNSYLVANIA,Gerlach R,10,2010
766,17,PENNSYLVANIA,Holden D,55,2010
767,11,PENNSYLVANIA,Kanjorski D,90,2010
768,8,PENNSYLVANIA,Murphy P. D,80,2010
769,18,PENNSYLVANIA,Murphy T. R,15,2010
770,16,PENNSYLVANIA,Pitts R,0,2010
771,19,PENNSYLVANIA,Platts R,15,2010
772,13,PENNSYLVANIA,Schwartz D,90,2010
773,7,PENNSYLVANIA,Sestak D,90,2010
774,9,PENNSYLVANIA,Shuster R,0,2010
775,5,PENNSYLVANIA,Thompson G. R,0,2010
776,1,RHODE ISLAND,Kennedy D,90,2010
777,2,RHODE ISLAND,Langevin D,85,2010
778,3,SOUTH CAROLINA,Barrett R,5,2010
779,1,SOUTH CAROLINA,Brown H. R,0,2010
780,6,SOUTH CAROLINA,Clyburn D,95,2010
781,4,SOUTH CAROLINA,Inglis R,10,2010
782,5,SOUTH CAROLINA,Spratt D,85,2010
783,2,SOUTH CAROLINA,Wilson J. R,5,2010
784,1,SOUTH DAKOTA,Herseth Sandlin D,50,2010
785,7,TENNESSEE,Blackburn M. R,0,2010
786,9,TENNESSEE,Cohen D,100,2010
787,5,TENNESSEE,Cooper D,55,2010
788,4,TENNESSEE,Davis L. D,45,2010
789,2,TENNESSEE,Duncan R,5,2010
790,6,TENNESSEE,Gordon D,80,2010
791,1,TENNESSEE,Roe R,0,2010
792,8,TENNESSEE,Tanner D,50,2010
793,3,TENNESSEE,Wamp R,0,2010
794,6,TEXAS,Barton R,5,2010
795,8,TEXAS,Brady K. R,0,2010
796,26,TEXAS,Burgess R,5,2010
797,31,TEXAS,Carter R,0,2010
798,11,TEXAS,Conaway R,0,2010
799,28,TEXAS,Cuellar D,75,2010
800,7,TEXAS,Culberson R,0,2010
801,25,TEXAS,Doggett D,95,2010
802,17,TEXAS,Edwards C. D,55,2010
803,1,TEXAS,Gohmert R,5,2010
804,20,TEXAS,Gonzalez D,90,2010
805,12,TEXAS,Granger R,0,2010
806,9,TEXAS,Green A. D,90,2010
807,29,TEXAS,Green G. D,80,2010
808,4,TEXAS,Hall R. R,0,2010
809,5,TEXAS,Hensarling R,0,2010
810,15,TEXAS,Hinojosa D,75,2010
811,18,TEXAS,Jackson Lee D,95,2010
812,3,TEXAS,Johnson S. R,0,2010
813,30,TEXAS,Johnson E. D,85,2010
814,24,TEXAS,Marchant R,5,2010
815,10,TEXAS,McCaul R,0,2010
816,19,TEXAS,Neugebauer R,0,2010
817,22,TEXAS,Olson R,0,2010
818,27,TEXAS,Ortiz D,60,2010
819,14,TEXAS,Paul Ron R,15,2010
820,2,TEXAS,Poe R,5,2010
821,16,TEXAS,Reyes D,75,2010
822,23,TEXAS,Rodriguez D,90,2010
823,32,TEXAS,Sessions P. R,0,2010
824,21,TEXAS,Smith Lamar R,0,2010
825,13,TEXAS,Thornberry R,0,2010
826,1,UTAH,Bishop R. R,0,2010
827,3,UTAH,Chaffetz R,10,2010
828,2,UTAH,Matheson D,60,2010
829,1,VERMONT,Welch D,95,2010
830,9,VIRGINIA,Boucher D,55,2010
831,7,VIRGINIA,Cantor R,0,2010
832,11,VIRGINIA,Connolly D,85,2010
833,4,VIRGINIA,Forbes R,5,2010
834,6,VIRGINIA,Goodlatte R,0,2010
835,8,VIRGINIA,Moran James D,100,2010
836,2,VIRGINIA,Nye D,45,2010
837,5,VIRGINIA,Perriello D,75,2010
838,3,VIRGINIA,Scott R. D,100,2010
839,1,VIRGINIA,Wittman R,5,2010
840,10,VIRGINIA,Wolf R,10,2010
841,3,WASHINGTON,Baird D,65,2010
842,6,WASHINGTON,Dicks D,90,2010
843,4,WASHINGTON,Hastings D. R,0,2010
844,1,WASHINGTON,Inslee D,95,2010
845,2,WASHINGTON,Larsen R. D,90,2010
846,7,WASHINGTON,McDermott D,100,2010
847,5,WASHINGTON,McMorris Rodgers R,0,2010
848,8,WASHINGTON,Reichert R,20,2010
849,9,WASHINGTON,Smith Adam D,90,2010
850,2,WEST VIRGINIA,Capito R,10,2010
851,1,WEST VIRGINIA,Mollohan D,65,2010
852,3,WEST VIRGINIA,Rahall D,60,2010
853,2,WISCONSIN,Baldwin D,100,2010
854,8,WISCONSIN,Kagen D,95,2010
855,3,WISCONSIN,Kind D,95,2010
856,4,WISCONSIN,Moore G. D,100,2010
857,7,WISCONSIN,Obey D,90,2010
858,6,WISCONSIN,Petri R,10,2010
859,1,WISCONSIN,Ryan P. R,0,2010
860,5,WISCONSIN,Sensenbrenner R,0,2010
861,1,WYOMING,Lummis R,0,2010
862,4,ALABAMA,Aderholt R,10,2011
863,6,ALABAMA,Bachus S. R,0,2011
864,1,ALABAMA,Bonner R,5,2011
865,5,ALABAMA,Brooks R,5,2011
866,2,ALABAMA,Roby R,0,2011
867,3,ALABAMA,Rogers Mike D. R,5,2011
868,7,ALABAMA,Sewell D,75,2011
869,1,ALASKA,Young D. R,30,2011
870,6,ARIZONA,Flake R,0,2011
871,2,ARIZONA,Franks T. R,0,2011
872,1,ARIZONA,Gosar R,0,2011
873,7,ARIZONA,Grijalva D,100,2011
874,4,ARIZONA,Pastor D,100,2011
875,3,ARIZONA,Quayle R,0,2011
876,5,ARIZONA,Schweikert R,5,2011
877,1,ARKANSAS,Crawford R,0,2011
878,2,ARKANSAS,Griffi n R,0,2011
879,4,ARKANSAS,Ross M. D,35,2011
880,3,ARKANSAS,Womack R,0,2011
881,43,CALIFORNIA,Baca D,75,2011
882,33,CALIFORNIA,Bass K. D,90,2011
883,31,CALIFORNIA,Becerra D,90,2011
884,28,CALIFORNIA,Berman D,85,2011
885,50,CALIFORNIA,Bilbray R,0,2011
886,45,CALIFORNIA,Bono Mack R,10,2011
887,44,CALIFORNIA,Calvert R,0,2011
888,48,CALIFORNIA,Campbell R,15,2011
889,23,CALIFORNIA,Capps D,90,2011
890,18,CALIFORNIA,Cardoza D,60,2011
891,32,CALIFORNIA,Chu D,100,2011
892,20,CALIFORNIA,Costa D,55,2011
893,53,CALIFORNIA,Davis S. D,80,2011
894,19,CALIFORNIA,Denham R,0,2011
895,26,CALIFORNIA,Dreier R,5,2011
896,14,CALIFORNIA,Eshoo D,90,2011
897,17,CALIFORNIA,Farr D,100,2011
898,51,CALIFORNIA,Filner D,90,2011
899,24,CALIFORNIA,Gallegly R,0,2011
900,10,CALIFORNIA,Garamendi D,90,2011
901,2,CALIFORNIA,Herger R,0,2011
902,15,CALIFORNIA,Honda D,95,2011
903,52,CALIFORNIA,Hunter R,10,2011
904,49,CALIFORNIA,Issa R,0,2011
905,9,CALIFORNIA,Lee D,100,2011
906,41,CALIFORNIA,Lewis Jerry R,0,2011
907,16,CALIFORNIA,Lofgren D,85,2011
908,3,CALIFORNIA,Lungren R,0,2011
909,5,CALIFORNIA,Matsui D,90,2011
910,22,CALIFORNIA,McCarthy K. R,0,2011
911,4,CALIFORNIA,McClintock R,10,2011
912,25,CALIFORNIA,McKeon R,0,2011
913,11,CALIFORNIA,McNerney D,90,2011
914,7,CALIFORNIA,Miller George D,100,2011
915,42,CALIFORNIA,Miller Gary R,0,2011
916,38,CALIFORNIA,Napolitano D,95,2011
917,21,CALIFORNIA,Nunes R,0,2011
918,8,CALIFORNIA,Pelosi D,75,2011
919,37,CALIFORNIA,Richardson D,95,2011
920,46,CALIFORNIA,Rohrabacher R,20,2011
921,34,CALIFORNIA,RoybalAllard D,95,2011
922,40,CALIFORNIA,Royce R,0,2011
923,39,CALIFORNIA,Sanchez Linda D,100,2011
924,47,CALIFORNIA,Sanchez Loretta D,85,2011
925,29,CALIFORNIA,Schiff D,80,2011
926,27,CALIFORNIA,Sherman D,90,2011
927,12,CALIFORNIA,Speier D,90,2011
928,13,CALIFORNIA,Stark D,95,2011
929,1,CALIFORNIA,Thompson M. D,90,2011
930,35,CALIFORNIA,Waters D,95,2011
931,30,CALIFORNIA,Waxman D,95,2011
932,6,CALIFORNIA,Woolsey D,95,2011
933,6,COLORADO,Coffman R,5,2011
934,1,COLORADO,DeGette D,90,2011
935,4,COLORADO,Gardner R,0,2011
936,5,COLORADO,Lamborn R,0,2011
937,7,COLORADO,Perlmutter D,75,2011
938,2,COLORADO,Polis D,85,2011
939,3,COLORADO,Tipton R,0,2011
940,2,CONNECTICUT,Courtney D,80,2011
941,3,CONNECTICUT,DeLauro D,90,2011
942,4,CONNECTICUT,Himes D,85,2011
943,1,CONNECTICUT,Larson J. D,90,2011
944,5,CONNECTICUT,Murphy C. D,85,2011
945,1,DELAWARE,Carney D,80,2011
946,24,FLORIDA,Adams R,5,2011
947,9,FLORIDA,Bilirakis R,0,2011
948,3,FLORIDA,Brown C. D,90,2011
949,13,FLORIDA,Buchanan R,0,2011
950,11,FLORIDA,Castor D,75,2011
951,4,FLORIDA,Crenshaw R,5,2011
952,19,FLORIDA,Deutch D,80,2011
953,21,FLORIDA,DiazBalart R,20,2011
954,23,FLORIDA,Hastings A. D,95,2011
955,14,FLORIDA,Mack R,10,2011
956,7,FLORIDA,Mica R,0,2011
957,1,FLORIDA,Miller J. R,0,2011
958,5,FLORIDA,Nugent R,0,2011
959,15,FLORIDA,Posey R,0,2011
960,25,FLORIDA,Rivera R,15,2011
961,16,FLORIDA,Rooney R,0,2011
962,18,FLORIDA,RosLehtinen R,25,2011
963,12,FLORIDA,Ross D. R,0,2011
964,2,FLORIDA,Southerland R,0,2011
965,6,FLORIDA,Stearns R,0,2011
966,20,FLORIDA,Wasserman Schultz D,80,2011
967,8,FLORIDA,Webster R,10,2011
968,22,FLORIDA,West A. R,5,2011
969,17,FLORIDA,Wilson F. D,90,2011
970,10,FLORIDA,Young C.W. R,0,2011
971,12,GEORGIA,Barrow D,50,2011
972,2,GEORGIA,Bishop S. D,55,2011
973,10,GEORGIA,Broun R,5,2011
974,11,GEORGIA,Gingrey R,0,2011
975,9,GEORGIA,Graves T. R,5,2011
976,4,GEORGIA,Johnson H. D,90,2011
977,1,GEORGIA,Kingston R,5,2011
978,5,GEORGIA,Lewis John D,100,2011
979,6,GEORGIA,Price T. R,0,2011
980,8,GEORGIA,Scott A. R,0,2011
981,13,GEORGIA,Scott D. D,75,2011
982,3,GEORGIA,Westmoreland L. R,0,2011
983,7,GEORGIA,Woodall R,5,2011
984,1,HAWAII,Hanabusa D,85,2011
985,2,HAWAII,Hirono D,95,2011
986,1,IDAHO,Labrador R,15,2011
987,2,IDAHO,Simpson R,15,2011
988,13,ILLINOIS,Biggert R,25,2011
989,12,ILLINOIS,Costello D,80,2011
990,7,ILLINOIS,Davis D. D,95,2011
991,10,ILLINOIS,Dold R,25,2011
992,4,ILLINOIS,Gutierrez D,85,2011
993,14,ILLINOIS,Hultgren R,15,2011
994,2,ILLINOIS,Jackson J. D,100,2011
995,15,ILLINOIS,Johnson Timothy R,40,2011
996,11,ILLINOIS,Kinzinger R,15,2011
997,3,ILLINOIS,Lipinski D,65,2011
998,16,ILLINOIS,Manzullo R,10,2011
999,5,ILLINOIS,Quigley D,85,2011
1000,6,ILLINOIS,Roskam R,10,2011
1001,1,ILLINOIS,Rush D,85,2011
1002,9,ILLINOIS,Schakowsky D,100,2011
1003,17,ILLINOIS,Schilling R,30,2011
1004,18,ILLINOIS,Schock R,10,2011
1005,19,ILLINOIS,Shimkus R,5,2011
1006,8,ILLINOIS,Walsh R,5,2011
1007,8,INDIANA,Bucshon R,5,2011
1008,5,INDIANA,Burton R,0,2011
1009,7,INDIANA,Carson D,95,2011
1010,2,INDIANA,Donnelly D,55,2011
1011,6,INDIANA,Pence R,0,2011
1012,4,INDIANA,Rokita R,0,2011
1013,3,INDIANA,Stutzman R,0,2011
1014,1,INDIANA,Visclosky D,90,2011
1015,9,INDIANA,Young T. R,0,2011
1016,3,IOWA,Boswell D,75,2011
1017,1,IOWA,Braley D,80,2011
1018,5,IOWA,King S. R,0,2011
1019,4,IOWA,Latham R,10,2011
1020,2,IOWA,Loebsack D,85,2011
1021,1,KANSAS,Huelskamp R,0,2011
1022,2,KANSAS,Jenkins R,0,2011
1023,4,KANSAS,Pompeo R,0,2011
1024,3,KANSAS,Yoder R,0,2011
1025,6,KENTUCKY,Chandler D,60,2011
1026,4,KENTUCKY,Davis G. R,5,2011
1027,2,KENTUCKY,Guthrie R,5,2011
1028,5,KENTUCKY,Rogers H. R,5,2011
1029,1,KENTUCKY,Whitfi eld R,5,2011
1030,3,KENTUCKY,Yarmuth D,90,2011
1031,5,LOUISIANA,Alexander R. R,5,2011
1032,7,LOUISIANA,Boustany R,0,2011
1033,6,LOUISIANA,Cassidy R,0,2011
1034,4,LOUISIANA,Fleming R,0,2011
1035,3,LOUISIANA,Landry J. R,5,2011
1036,2,LOUISIANA,Richmond D,90,2011
1037,1,LOUISIANA,Scalise R,0,2011
1038,2,MAINE,Michaud D,95,2011
1039,1,MAINE,Pingree D,90,2011
1040,6,MARYLAND,Bartlett R,15,2011
1041,7,MARYLAND,Cummings D,95,2011
1042,4,MARYLAND,Edwards D,100,2011
1043,1,MARYLAND,Harris R,10,2011
1044,5,MARYLAND,Hoyer D,75,2011
1045,2,MARYLAND,Ruppersberger D,80,2011
1046,3,MARYLAND,Sarbanes D,95,2011
1047,8,MARYLAND,Van Hollen D,80,2011
1048,8,MASSACHUSETTS,Capuano D,100,2011
1049,4,MASSACHUSETTS,Frank B. D,95,2011
1050,10,MASSACHUSETTS,Keating D,85,2011
1051,9,MASSACHUSETTS,Lynch D,80,2011
1052,7,MASSACHUSETTS,Markey D,100,2011
1053,3,MASSACHUSETTS,McGovern D,100,2011
1054,2,MASSACHUSETTS,Neal D,85,2011
1055,1,MASSACHUSETTS,Olver D,85,2011
1056,6,MASSACHUSETTS,Tierney D,95,2011
1057,5,MASSACHUSETTS,Tsongas D,90,2011
1058,3,MICHIGAN,Amash R    P   P         P,20,2011
1059,1,MICHIGAN,Benishek R,0,2011
1060,4,MICHIGAN,Camp R,5,2011
1061,13,MICHIGAN,Clarke D,100,2011
1062,14,MICHIGAN,Conyers D,100,2011
1063,15,MICHIGAN,Dingell D,85,2011
1064,2,MICHIGAN,Huizenga R,0,2011
1065,5,MICHIGAN,Kildee D,90,2011
1066,12,MICHIGAN,Levin S. D,80,2011
1067,11,MICHIGAN,McCotter R,15,2011
1068,10,MICHIGAN,Miller C. R,10,2011
1069,9,MICHIGAN,Peters D,75,2011
1070,8,MICHIGAN,Rogers Mike R,5,2011
1071,6,MICHIGAN,Upton R,5,2011
1072,7,MICHIGAN,Walberg R,5,2011
1073,6,MINNESOTA,Bachmann R,0,2011
1074,8,MINNESOTA,Cravaack R,10,2011
1075,5,MINNESOTA,Ellison D,95,2011
1076,2,MINNESOTA,Kline J. R,5,2011
1077,4,MINNESOTA,McCollum D,80,2011
1078,3,MINNESOTA,Paulsen R,0,2011
1079,7,MINNESOTA,Peterson D,50,2011
1080,1,MINNESOTA,Walz D,85,2011
1081,3,MISSISSIPPI,Harper R,5,2011
1082,1,MISSISSIPPI,Nunnelee R,0,2011
1083,4,MISSISSIPPI,Palazzo R,0,2011
1084,2,MISSISSIPPI,Thompson B. D,90,2011
1085,2,MISSOURI,Akin R,0,2011
1086,3,MISSOURI,Carnahan D,80,2011
1087,1,MISSOURI,Clay D,95,2011
1088,5,MISSOURI,Cleaver D,95,2011
1089,8,MISSOURI,Emerson R,25,2011
1090,6,MISSOURI,Graves S. R,20,2011
1091,4,MISSOURI,Hartzler R,5,2011
1092,7,MISSOURI,Long R,0,2011
1093,9,MISSOURI,Luetkemeyer R,0,2011
1094,1,MONTANA,Rehberg R,25,2011
1095,1,NEBRASKA,Fortenberry R,15,2011
1096,3,NEBRASKA,Smith Adrian R,0,2011
1097,2,NEBRASKA,Terry R,5,2011
1098,1,NEVADA,Berkley D,80,2011
1099,3,NEVADA,Heck R,15,2011
1100,2,NEW HAMPSHIRE,Bass C. R,15,2011
1101,1,NEW HAMPSHIRE,Guinta R,0,2011
1102,1,NEW JERSEY,Andrews D,85,2011
1103,11,NEW JERSEY,Frelinghuysen R,15,2011
1104,5,NEW JERSEY,Garrett R,0,2011
1105,12,NEW JERSEY,Holt D,100,2011
1106,7,NEW JERSEY,Lance R,20,2011
1107,2,NEW JERSEY,LoBiondo R,35,2011
1108,6,NEW JERSEY,Pallone D,100,2011
1109,8,NEW JERSEY,Pascrell D,75,2011
1110,10,NEW JERSEY,Payne D,95,2011
1111,9,NEW JERSEY,Rothman D,75,2011
1112,3,NEW JERSEY,Runyan R,20,2011
1113,13,NEW JERSEY,Sires D,80,2011
1114,4,NEW JERSEY,Smith C. R,30,2011
1115,1,NEW MEXICO,Heinrich D,85,2011
1116,3,NEW MEXICO,Lujan D,90,2011
1117,2,NEW MEXICO,Pearce R,5,2011
1118,5,NEW YORK,Ackerman D,75,2011
1119,1,NEW YORK,Bishop T. D,85,2011
1120,25,NEW YORK,Buerkle R,0,2011
1121,11,NEW YORK,Clarke D,100,2011
1122,7,NEW YORK,Crowley D,80,2011
1123,17,NEW YORK,Engel D,90,2011
1124,20,NEW YORK,Gibson C. R,30,2011
1125,13,NEW YORK,Grimm R,25,2011
1126,24,NEW YORK,Hanna R,25,2011
1127,19,NEW YORK,Hayworth R,10,2011
1128,27,NEW YORK,Higgins D,80,2011
1129,22,NEW YORK,Hinchey D,80,2011
1130,26,NEW YORK,Hochul D I I I I I I I I I I I I,30,2011
1131,2,NEW YORK,Israel D,85,2011
1132,3,NEW YORK,King P. R,25,2011
1133,18,NEW YORK,Lowey D,80,2011
1134,14,NEW YORK,Maloney D,85,2011
1135,4,NEW YORK,McCarthy C. D,65,2011
1136,6,NEW YORK,Meeks G. D,75,2011
1137,8,NEW YORK,Nadler D,100,2011
1138,23,NEW YORK,Owens D,70,2011
1139,15,NEW YORK,Rangel D,90,2011
1140,29,NEW YORK,Reed T. R,5,2011
1141,16,NEW YORK,Serrano D,100,2011
1142,28,NEW YORK,Slaughter D,95,2011
1143,21,NEW YORK,Tonko D,100,2011
1144,10,NEW YORK,Towns D,100,2011
1145,12,NEW YORK,Velazquez D,95,2011
1146,1,NORTH CAROLINA,Butterfi eld D,85,2011
1147,6,NORTH CAROLINA,Coble R,10,2011
1148,2,NORTH CAROLINA,Ellmers R,5,2011
1149,5,NORTH CAROLINA,Foxx R,5,2011
1150,3,NORTH CAROLINA,Jones R,40,2011
1151,8,NORTH CAROLINA,Kissell D,60,2011
1152,10,NORTH CAROLINA,McHenry R,5,2011
1153,7,NORTH CAROLINA,McIntyre D,40,2011
1154,13,NORTH CAROLINA,Miller B. D,85,2011
1155,9,NORTH CAROLINA,Myrick R,5,2011
1156,4,NORTH CAROLINA,Price D. D,85,2011
1157,11,NORTH CAROLINA,Shuler D,60,2011
1158,12,NORTH CAROLINA,Watt D,100,2011
1159,1,NORTH DAKOTA,Berg R,0,2011
1160,7,OHIO,Austria R,5,2011
1161,1,OHIO,Chabot R,0,2011
1162,11,OHIO,Fudge D,95,2011
1163,18,OHIO,Gibbs B. R,0,2011
1164,6,OHIO,Johnson B. R,5,2011
1165,4,OHIO,Jordan R,0,2011
1166,9,OHIO,Kaptur D,90,2011
1167,10,OHIO,Kucinich D,100,2011
1168,14,OHIO,LaTourette R,30,2011
1169,5,OHIO,Latta R,0,2011
1170,16,OHIO,Renacci R,0,2011
1171,17,OHIO,Ryan T. D,90,2011
1172,2,OHIO,Schmidt R,5,2011
1173,15,OHIO,Stivers R,10,2011
1174,13,OHIO,Sutton D,90,2011
1175,12,OHIO,Tiberi R,10,2011
1176,3,OHIO,Turner R,10,2011
1177,2,OKLAHOMA,Boren D,30,2011
1178,4,OKLAHOMA,Cole R,0,2011
1179,5,OKLAHOMA,Lankford R,0,2011
1180,3,OKLAHOMA,Lucas R,0,2011
1181,1,OKLAHOMA,Sullivan R,0,2011
1182,3,OREGON,Blumenauer D,85,2011
1183,4,OREGON,DeFazio D,90,2011
1184,5,OREGON,Schrader D,70,2011
1185,2,OREGON,Walden R,10,2011
1186,1,OREGON,Wu D                 I I I I,75,2011
1187,4,PENNSYLVANIA,Altmire D,65,2011
1188,11,PENNSYLVANIA,Barletta R,15,2011
1189,1,PENNSYLVANIA,Brady R. D,90,2011
