Seat,State,Name,LQ Score,Year
2,UTAH,Stewart R                    ada Congressional voTing reCord,2013,2013
AL,VERMONT,Welch D,95,2013
7,VIRGINIA,Cantor R,0,2013
11,VIRGINIA,Connolly D,70,2013
4,VIRGINIA,Forbes R,0,2013
6,VIRGINIA,Goodlatte R,0,2013
9,VIRGINIA,Griffith R,20,2013
5,VIRGINIA,Hurt R,0,2013
8,VIRGINIA,Moran James D,80,2013
2,VIRGINIA,Rigell R,0,2013
3,VIRGINIA,Scott R. D,85,2013
1,VIRGINIA,Wittman R,0,2013
10,VIRGINIA,Wolf R,5,2013
1,WASHINGTON,DelBene D,65,2013
4,WASHINGTON,Hastings D. R,0,2013
10,WASHINGTON,Heck D. D,60,2013
3,WASHINGTON,Herrera Beutler R,0,2013
6,WASHINGTON,Kilmer D,60,2013
2,WASHINGTON,Larsen R. D,55,2013
7,WASHINGTON,McDermott D,100,2013
5,WASHINGTON,McMorris Rodgers R,5,2013
8,WASHINGTON,Reichert R,5,2013
9,WASHINGTON,Smith Adam D,85,2013
2,WEST VIRGINIA,Capito R,5,2013
1,WEST VIRGINIA,McKinley R,0,2013
3,WEST VIRGINIA,Rahall D,55,2013
7,WISCONSIN,Duffy R,5,2013
3,WISCONSIN,Kind D,60,2013
4,WISCONSIN,Moore D,85,2013
6,WISCONSIN,Petri R,10,2013
2,WISCONSIN,Pocan D,100,2013
8,WISCONSIN,Ribble R,10,2013
1,WISCONSIN,Ryan P. R,0,2013
5,WISCONSIN,Sensenbrenner R,5,2013
AL,WYOMING,Lummis R,5,2013
4,ALABAMA,Aderholt R,0,2014
6,ALABAMA,Bachus S. R,0,2014
5,ALABAMA,Brooks M. R,0,2014
1,ALABAMA,Byrne R,0,2014
2,ALABAMA,Roby R,0,2014
3,ALABAMA,Rogers Mike D. R,0,2014
7,ALABAMA,Sewell D,70,2014
AL,ALASKA,Young D. R,10,2014
2,ARIZONA,Barber D,45,2014
8,ARIZONA,Franks R,5,2014
4,ARIZONA,Gosar R,10,2014
3,ARIZONA,Grijalva D,100,2014
1,ARIZONA,Kirkpatrick D,50,2014
7,ARIZONA,Pastor D,75,2014
5,ARIZONA,Salmon R,20,2014
6,ARIZONA,Schweikert R,5,2014
9,ARIZONA,Sinema D,40,2014
4,ARKANSAS,Cotton R,5,2014
1,ARKANSAS,Crawford R,0,2014
2,ARKANSAS,Griffin,0,2014
3,ARKANSAS,Womack R,0,2014
37,CALIFORNIA,Bass D,95,2014
34,CALIFORNIA,Becerra D,90,2014
7,CALIFORNIA,Bera D,55,2014
26,CALIFORNIA,Brownley D,60,2014
42,CALIFORNIA,Calvert R,0,2014
45,CALIFORNIA,Campbell R,10,2014
24,CALIFORNIA,Capps D,80,2014
29,CALIFORNIA,Crdenas D,90,2014
27,CALIFORNIA,Chu D,95,2014
8,CALIFORNIA,Cook R,5,2014
16,CALIFORNIA,Costa D,40,2014
53,CALIFORNIA,Davis S. D,75,2014
10,CALIFORNIA,Denham R                ADA  Congressional Voting Record AdA C ongressionAl VoTing reCord,2014,2014
18,CALIFORNIA,Eshoo D,85,2014
20,CALIFORNIA,Farr D,80,2014
3,CALIFORNIA,Garamendi D,55,2014
44,CALIFORNIA,Hahn D,95,2014
17,CALIFORNIA,Honda D,95,2014
2,CALIFORNIA,Huffman D,95,2014
50,CALIFORNIA,Hunter R,5,2014
49,CALIFORNIA,Issa R,0,2014
1,CALIFORNIA,LaMalfa R,0,2014
13,CALIFORNIA,Lee B. D,90,2014
19,CALIFORNIA,Lofgren D,95,2014
47,CALIFORNIA,Lowenthal D,95,2014
6,CALIFORNIA,Matsui D,75,2014
23,CALIFORNIA,McCarthy K. R,0,2014
4,CALIFORNIA,McClintock R,10,2014
25,CALIFORNIA,McKeon R,0,2014
9,CALIFORNIA,McNerney D,75,2014
11,CALIFORNIA,Miller George D,95,2014
31,CALIFORNIA,Miller Gary R,5,2014
32,CALIFORNIA,Napolitano D,95,2014
35,CALIFORNIA,Negrete McLeod D,80,2014
22,CALIFORNIA,Nunes R,0,2014
12,CALIFORNIA,Pelosi D,80,2014
52,CALIFORNIA,Peters S. D,60,2014
48,CALIFORNIA,Rohrabacher R,10,2014
40,CALIFORNIA,RoybalAllard D,85,2014
39,CALIFORNIA,Royce R,5,2014
36,CALIFORNIA,Ruiz D,60,2014
38,CALIFORNIA,Snchez Linda D,80,2014
46,CALIFORNIA,Sanchez Loretta D,75,2014
28,CALIFORNIA,Schiff D,80,2014
30,CALIFORNIA,Sherman D,75,2014
14,CALIFORNIA,Speier D,90,2014
15,CALIFORNIA,Swalwell D,90,2014
41,CALIFORNIA,Takano D,100,2014
5,CALIFORNIA,Thompson M. D,80,2014
21,CALIFORNIA,Valadao R,10,2014
51,CALIFORNIA,Vargas D,85,2014
43,CALIFORNIA,Waters D,85,2014
33,CALIFORNIA,Waxman D                  ADA  Congressional Voting,0,2014
6,COLORADO,Coffman R,15,2014
1,COLORADO,DeGette D,85,2014
4,COLORADO,Gardner R,5,2014
5,COLORADO,Lamborn R,5,2014
7,COLORADO,Perlmutter D,70,2014
2,COLORADO,Polis D,85,2014
3,COLORADO,Tipton R,0,2014
2,CONNECTICUT,Courtney D,80,2014
3,CONNECTICUT,DeLauro D,85,2014
5,CONNECTICUT,Esty D,80,2014
4,CONNECTICUT,Himes D,85,2014
1,CONNECTICUT,Larson J. D,85,2014
AL,DELAWARE,Carney D,70,2014
12,FLORIDA,Bilirakis R,5,2014
5,FLORIDA,Brown C. D,80,2014
16,FLORIDA,Buchanan R,0,2014
14,FLORIDA,Castor D,85,2014
4,FLORIDA,Crenshaw R,0,2014
6,FLORIDA,DeSantis R,5,2014
21,FLORIDA,Deutch D,85,2014
25,FLORIDA,DiazBalart R,5,2014
22,FLORIDA,Frankel D,70,2014
26,FLORIDA,Garcia D,55,2014
9,FLORIDA,Grayson,90,2014
20,FLORIDA,Hastings D,75,2014
13,FLORIDA,Jolly R IIIIIII,0,2014
7,FLORIDA,Mica R,5,2014
1,FLORIDA,Miller J. R,0,2014
18,FLORIDA,Murphy P. D,50,2014
11,FLORIDA,Nugent R,0,2014
8,FLORIDA,Posey R,15,2014
17,FLORIDA,Rooney R,0,2014
27,FLORIDA,RosLehtinen R,5,2014
15,FLORIDA,Ross R,0,2014
2,FLORIDA,Southerland R,0,2014
23,FLORIDA,Wasserman Schultz D,70,2014
10,FLORIDA,Webster R             ADA  Congressional Voting Record AdA C ongressionAl VoTing reCord,2014,2014
24,FLORIDA,Wilson F. D,90,2014
3,FLORIDA,Yoho R,10,2014
12,GEORGIA,Barrow D,20,2014
2,GEORGIA,Bishop S. D,35,2014
10,GEORGIA,Broun R P,15,2014
9,GEORGIA,Collins D. R,5,2014
11,GEORGIA,Gingrey R,5,2014
14,GEORGIA,Graves T. R,5,2014
4,GEORGIA,Johnson H. D,90,2014
1,GEORGIA,Kingston R,5,2014
5,GEORGIA,Lewis D,85,2014
6,GEORGIA,Price T. R,5,2014
8,GEORGIA,Scott A. R,0,2014
13,GEORGIA,Scott D. D,75,2014
3,GEORGIA,Westmoreland L. R,0,2014
7,GEORGIA,Woodall R,0,2014
2,HAWAII,Gabbard D,65,2014
1,HAWAII,Hanabusa D,60,2014
1,IDAHO,Labrador R,10,2014
2,IDAHO,Simpson R,0,2014
17,ILLINOIS,Bustos D,50,2014
7,ILLINOIS,Davis D. D,95,2014
13,ILLINOIS,Davis R. R,0,2014
8,ILLINOIS,Duckworth D,70,2014
12,ILLINOIS,Enyart D,40,2014
11,ILLINOIS,Foster D,70,2014
4,ILLINOIS,Gutierrez D,95,2014
14,ILLINOIS,Hultgren R,0,2014
2,ILLINOIS,Kelly R. D,90,2014
16,ILLINOIS,Kinzinger R,5,2014
3,ILLINOIS,Lipinski D            P,65,2014
5,ILLINOIS,Quigley D,80,2014
6,ILLINOIS,Roskam R,0,2014
1,ILLINOIS,Rush D,40,2014
9,ILLINOIS,Schakowsky D,95,2014
10,ILLINOIS,Schneider D,60,2014
18,ILLINOIS,Schock R                 ADA  Congressional Voting,0,2014
15,ILLINOIS,Shimkus R,0,2014
5,INDIANA,Brooks S. R,0,2014
8,INDIANA,Bucshon R,0,2014
7,INDIANA,Carson D,85,2014
6,INDIANA,Messer R,0,2014
4,INDIANA,Rokita R,0,2014
3,INDIANA,Stutzman R,5,2014
1,INDIANA,Visclosky D,85,2014
2,INDIANA,Walorski R,0,2014
9,INDIANA,Young T. R,0,2014
1,IOWA,Braley D,65,2014
4,IOWA,King S. R,0,2014
3,IOWA,Latham R,0,2014
2,IOWA,Loebsack D,55,2014
1,KANSAS,Huelskamp R,15,2014
2,KANSAS,Jenkins R,5,2014
4,KANSAS,Pompeo R,5,2014
3,KANSAS,Yoder R,5,2014
6,KENTUCKY,Barr R,0,2014
2,KENTUCKY,Guthrie R,0,2014
4,KENTUCKY,Massie R,10,2014
5,KENTUCKY,Rogers H. R,0,2014
1,KENTUCKY,Whitfield R,0,2014
3,KENTUCKY,Yarmuth D,95,2014
3,LOUISIANA,Boustany R,0,2014
6,LOUISIANA,Cassidy R,5,2014
4,LOUISIANA,Fleming R,5,2014
5,LOUISIANA,McAllister R,0,2014
2,LOUISIANA,Richmond D,75,2014
1,LOUISIANA,Scalise R,5,2014
2,MAINE,Michaud D,75,2014
1,MAINE,Pingree D                 ADA  Congressional Voting Record AdA C ongressionAl VoTing reCord,2014,2014
7,MARYLAND,Cummings D,95,2014
6,MARYLAND,Delaney D,60,2014
4,MARYLAND,Edwards D,85,2014
1,MARYLAND,Harris R,10,2014
5,MARYLAND,Hoyer D,70,2014
2,MARYLAND,Ruppersberger D,60,2014
3,MARYLAND,Sarbanes D,95,2014
8,MARYLAND,Van Hollen D,90,2014
7,MASSACHUSETTS,Capuano D,100,2014
5,MASSACHUSETTS,Clark K. D,100,2014
9,MASSACHUSETTS,Keating D,80,2014
4,MASSACHUSETTS,Kennedy D,85,2014
8,MASSACHUSETTS,Lynch D,75,2014
2,MASSACHUSETTS,McGovern D,100,2014
1,MASSACHUSETTS,Neal D,80,2014
6,MASSACHUSETTS,Tierney D,95,2014
3,MASSACHUSETTS,Tsongas D,85,2014
3,MICHIGAN,Amash R,15,2014
1,MICHIGAN,Benishek R,5,2014
11,MICHIGAN,Bentivolio R,10,2014
4,MICHIGAN,Camp R,0,2014
13,MICHIGAN,Conyers D,100,2014
12,MICHIGAN,Dingell D,75,2014
2,MICHIGAN,Huizenga R,0,2014
5,MICHIGAN,Kildee D,75,2014
9,MICHIGAN,Levin D,90,2014
10,MICHIGAN,Miller C. R,0,2014
14,MICHIGAN,Peters G. D,60,2014
8,MICHIGAN,Rogers Mike R,0,2014
6,MICHIGAN,Upton R,5,2014
7,MICHIGAN,Walberg R,0,2014
6,MINNESOTA,Bachmann R,5,2014
5,MINNESOTA,Ellison D,95,2014
2,MINNESOTA,Kline J. R,0,2014
4,MINNESOTA,McCollum D,75,2014
8,MINNESOTA,Nolan D,60,2014
3,MINNESOTA,Paulsen R,0,2014
7,MINNESOTA,Peterson D,10,2014
1,MINNESOTA,Walz D               ADA  Congressional Voting,0,2014
3,MISSISSIPPI,Harper R,0,2014
1,MISSISSIPPI,Nunnelee R,0,2014
4,MISSISSIPPI,Palazzo R,0,2014
2,MISSISSIPPI,Thompson B. D,85,2014
1,MISSOURI,Clay D,80,2014
5,MISSOURI,Cleaver D,80,2014
6,MISSOURI,Graves S. R,0,2014
4,MISSOURI,Hartzler R,0,2014
7,MISSOURI,Long R,0,2014
3,MISSOURI,Luetkemeyer R,0,2014
8,MISSOURI,Smith J. R,0,2014
2,MISSOURI,Wagner R,0,2014
AL,MONTANA,Daines R,0,2014
1,NEBRASKA,Fortenberry R,5,2014
3,NEBRASKA,Smith Adrian R,0,2014
2,NEBRASKA,Terry R,0,2014
2,NEBRASKA,Amodei R,5,2014
3,NEBRASKA,Heck J. R,5,2014
4,NEBRASKA,Horsford D,70,2014
1,NEBRASKA,Titus D,65,2014
2,NEW HAMPSHIRE,Kuster D,60,2014
1,NEW HAMPSHIRE,SheaPorter D,65,2014
11,NEW JERSEY,Frelinghuysen R,10,2014
5,NEW JERSEY,Garrett R,5,2014
12,NEW JERSEY,Holt D,95,2014
7,NEW JERSEY,Lance R,10,2014
2,NEW JERSEY,LoBiondo R,25,2014
6,NEW JERSEY,Pallone D,95,2014
9,NEW JERSEY,Pascrell D,90,2014
10,NEW JERSEY,Payne D,95,2014
3,NEW JERSEY,Runyan R,10,2014
8,NEW JERSEY,Sires D,70,2014
4,NEW JERSEY,Smith C. R                 ADA  Congressional Voting Record AdA C ongressionAl VoTing reCord,2014,2014
3,NEW MEXICO,Lujn B. D,85,2014
1,NEW MEXICO,Lujan Grisham M. D,70,2014
2,NEW MEXICO,Pearce R,0,2014
1,NEW YORK,Bishop T. D,70,2014
9,NEW YORK,Clarke Y . D,95,2014
27,NEW YORK,Collins C. R,0,2014
14,NEW YORK,Crowley D,80,2014
16,NEW YORK,Engel D,80,2014
19,NEW YORK,Gibson C. R,30,2014
11,NEW YORK,Grimm R,0,2014
22,NEW YORK,Hanna R,5,2014
26,NEW YORK,Higgins D,90,2014
3,NEW YORK,Israel D,80,2014
8,NEW YORK,Jeffries D,90,2014
2,NEW YORK,King P. R,0,2014
17,NEW YORK,Lowey D,80,2014
24,NEW YORK,Maffei D,60,2014
12,NEW YORK,Maloney C. D,85,2014
18,NEW YORK,Maloney S. D,55,2014
4,NEW YORK,McCarthy C. D,30,2014
5,NEW YORK,Meeks G. D,80,2014
6,NEW YORK,Meng D,75,2014
10,NEW YORK,Nadler D,100,2014
21,NEW YORK,Owens D,50,2014
13,NEW YORK,Rangel D,70,2014
23,NEW YORK,Reed T. R,0,2014
15,NEW YORK,Serrano D,95,2014
25,NEW YORK,Slaughter D,85,2014
20,NEW YORK,Tonko D,85,2014
7,NEW YORK,Velzquez D,95,2014
1,NORTH CAROLINA,Butterfield D,75,2014
6,NORTH CAROLINA,Coble R,0,2014
2,NORTH CAROLINA,Ellmers R,0,2014
5,NORTH CAROLINA,Foxx R,5,2014
13,NORTH CAROLINA,Holding R,5,2014
8,NORTH CAROLINA,Hudson R,0,2014
3,NORTH CAROLINA,Jones R,40,2014
10,NORTH CAROLINA,McHenry R,0,2014
7,NORTH CAROLINA,McIntyre D                 ADA  Congressional Voting,0,2014
11,NORTH CAROLINA,Meadows R,0,2014
9,NORTH CAROLINA,Pittenger R,5,2014
4,NORTH CAROLINA,Price D. D,90,2014
12,NORTH CAROLINA,Watt D IIIIIIIII I I I I I I I I I I I,0,2014
AL,NORTH DAKOTA,Cramer R,0,2014
3,OHIO,Beatty D,85,2014
1,OHIO,Chabot R,5,2014
11,OHIO,Fudge D,85,2014
7,OHIO,Gibbs B. R,0,2014
6,OHIO,Johnson B. R,0,2014
4,OHIO,Jordan R,5,2014
14,OHIO,Joyce R,0,2014
9,OHIO,Kaptur D,80,2014
5,OHIO,Latta R,0,2014
16,OHIO,Renacci R,0,2014
13,OHIO,Ryan T. D,80,2014
15,OHIO,Stivers R,0,2014
12,OHIO,Tiberi R,5,2014
10,OHIO,Turner R,0,2014
2,OHIO,Wenstrup R,5,2014
1,OKLAHOMA,Bridenstine R,5,2014
4,OKLAHOMA,Cole R,0,2014
5,OKLAHOMA,Lankford R,5,2014
3,OKLAHOMA,Lucas R,0,2014
2,OKLAHOMA,Mullin R,0,2014
3,OREGON,Blumenauer D,80,2014
1,OREGON,Bonamici D,85,2014
4,OREGON,DeFazio D,90,2014
5,OREGON,Schrader D,55,2014
2,OREGON,Walden R,0,2014
11,OREGON,Barletta R,0,2014
1,OREGON,Brady R. D,90,2014
17,OREGON,Cartwright D,95,2014
15,OREGON,Dent R              ADA  Congressional Voting Record AdA C ongressionAl VoTing reCord,2014,2014
14,OREGON,Doyle D,90,2014
2,OREGON,Fattah D,90,2014
8,OREGON,Fitzpatrick R,10,2014
6,OREGON,Gerlach R,0,2014
3,OREGON,Kelly R,0,2014
10,OREGON,Marino R,0,2014
7,OREGON,Meehan R,0,2014
18,OREGON,Murphy T.R,0,2014
4,OREGON,Perry R,10,2014
16,OREGON,Pitts R,5,2014
12,OREGON,Rothfus R,5,2014
13,OREGON,Schwartz D,55,2014
9,OREGON,Shuster R,0,2014
5,OREGON,Thompson G. R,0,2014
1,RHODE ISLAND,Cicilline D,95,2014
2,RHODE ISLAND,Langevin D,80,2014
6,SOUTH CAROLINA,Clyburn D,75,2014
3,SOUTH CAROLINA,Duncan Jeff R,10,2014
4,SOUTH CAROLINA,Gowdy R,5,2014
5,SOUTH CAROLINA,Mulvaney R,10,2014
7,SOUTH CAROLINA,Rice T. R,0,2014
1,SOUTH CAROLINA,Sanford R,20,2014
2,SOUTH CAROLINA,Wilson J. R,0,2014
AL,SOUTH DAKOTA,Noem R,0,2014
6,TENNESSEE,Black D. R,0,2014
7,TENNESSEE,Blackburn M. R,5,2014
9,TENNESSEE,Cohen D,100,2014
5,TENNESSEE,Cooper D,80,2014
4,TENNESSEE,DesJarlais R,5,2014
2,TENNESSEE,Duncan John R,20,2014
8,TENNESSEE,Fincher R,0,2014
3,TENNESSEE,Fleischmann R,5,2014
1,TENNESSEE,Roe R                 ADA  Congressional Voting,0,2014
6,TEXAS,Barton R,5,2014
8,TEXAS,Brady K. R,0,2014
26,TEXAS,Burgess R,15,2014
31,TEXAS,Carter J. R,0,2014
20,TEXAS,Castro D,80,2014
11,TEXAS,Conaway R,0,2014
28,TEXAS,Cuellar D,15,2014
7,TEXAS,Culberson R,0,2014
35,TEXAS,Doggett D,95,2014
27,TEXAS,Farenthold R,5,2014
17,TEXAS,Flores R,0,2014
23,TEXAS,Gallego D,40,2014
1,TEXAS,Gohmert R,15,2014
12,TEXAS,Granger R,0,2014
9,TEXAS,Green A. D,85,2014
29,TEXAS,Green G. D,80,2014
4,TEXAS,Hall R,0,2014
5,TEXAS,Hensarling R,5,2014
15,TEXAS,Hinojosa D,75,2014
18,TEXAS,Jackson Lee D,85,2014
3,TEXAS,Johnson S. R,0,2014
30,TEXAS,Johnson E. D,85,2014
24,TEXAS,Marchant R,0,2014
10,TEXAS,McCaul R,5,2014
19,TEXAS,Neugebauer R,0,2014
16,TEXAS,ORourke D,85,2014
22,TEXAS,Olson R,0,2014
2,TEXAS,Poe R,5,2014
32,TEXAS,Sessions P. R,0,2014
21,TEXAS,Smith Lamar R,0,2014
36,TEXAS,Stockman R,15,2014
13,TEXAS,Thornberry R,0,2014
33,TEXAS,Veasey D,85,2014
34,TEXAS,Vela D,55,2014
14,TEXAS,Weber R,10,2014
25,TEXAS,Williams R,5,2014
1,UTAH,Bishop R. R,0,2014
3,UTAH,Chaffetz R,0,2014
4,UTAH,Matheson D,25,2014
2,UTAH,Stewart R                  AdA C ongressionAl VoTing reCord,2014,2014
AL,VERMONT,Welch D,85,2014
7,VIRGINIA,Cantor R         I I I,0,2014
11,VIRGINIA,Connolly D,85,2014
4,VIRGINIA,Forbes R,0,2014
6,VIRGINIA,Goodlatte R,0,2014
9,VIRGINIA,Griffith R,5,2014
5,VIRGINIA,Hurt R,0,2014
8,VIRGINIA,Moran James D,80,2014
2,VIRGINIA,Rigell R,5,2014
3,VIRGINIA,Scott R. D,80,2014
1,VIRGINIA,Wittman,0,2014
10,VIRGINIA,Wolf R,5,2014
1,WASHINGTON,DelBene D,75,2014
4,WASHINGTON,Hastings D. R,0,2014
10,WASHINGTON,Heck D. D,80,2014
3,WASHINGTON,Herrera Beutler R,5,2014
6,WASHINGTON,Kilmer D,75,2014
2,WASHINGTON,Larsen R. D,70,2014
7,WASHINGTON,McDermott D,95,2014
5,WASHINGTON,McMorris Rodgers R,0,2014
8,WASHINGTON,Reichert R,10,2014
9,WASHINGTON,Smith Adam D,80,2014
2,WEST VIRGINIA,Capito R,0,2014
1,WEST VIRGINIA,McKinley R,5,2014
3,WEST VIRGINIA,Rahall D,15,2014
7,WISCONSIN,Duffy R,5,2014
3,WISCONSIN,Kind D,75,2014
4,WISCONSIN,Moore D,95,2014
6,WISCONSIN,Petri R,10,2014
2,WISCONSIN,Pocan D,100,2014
8,WISCONSIN,Ribble R,0,2014
1,WISCONSIN,Ryan P. R,0,2014
5,WISCONSIN,Sensenbrenner R,15,2014
AL,WYOMING,Lummis R,5,2014
4,ALABAMA,Aderholt R,5,2015
5,ALABAMA,Brooks M. R,5,2015
1,ALABAMA,Byrne R,0,2015
6,ALABAMA,Palmer R,5,2015
2,ALABAMA,Roby R,0,2015
3,ALABAMA,Rogers Mike D. R,0,2015
7,ALABAMA,Sewell D,65,2015
AL,ALASKA,Young D. R,5,2015
8,ARIZONA,Franks R,0,2015
7,ARIZONA,Gallego Ruben D,95,2015
4,ARIZONA,Gosar R,10,2015
3,ARIZONA,Grijalva D,100,2015
1,ARIZONA,Kirkpatrick D,75,2015
2,ARIZONA,McSally R,5,2015
5,ARIZONA,Salmon R,10,2015
6,ARIZONA,Schweikert R,5,2015
9,ARIZONA,Sinema D,35,2015
1,ARKANSAS,Crawford R,0,2015
2,ARKANSAS,Hill R,0,2015
4,ARKANSAS,Westerman R,0,2015
3,ARKANSAS,Womack R,0,2015
31,CALIFORNIA,Aguilar D,65,2015
37,CALIFORNIA,Bass D,95,2015
34,CALIFORNIA,Becerra D,100,2015
7,CALIFORNIA,Bera D,55,2015
26,CALIFORNIA,Brownley D,70,2015
42,CALIFORNIA,Calvert R,0,2015
24,CALIFORNIA,Capps D,95,2015
29,CALIFORNIA,Cardenas D,90,2015
27,CALIFORNIA,Chu D,100,2015
8,CALIFORNIA,Cook R,5,2015
16,CALIFORNIA,Costa D,45,2015
53,CALIFORNIA,Davis S. D,90,2015
10,CALIFORNIA,Denham,0,2015
11,CALIFORNIA,DeSaulnier D,100,2015
18,CALIFORNIA,Eshoo D                ADA  Congressional Voting Record ADA C ongressionAl VoTing reCorD,2015,2015
20,CALIFORNIA,Farr D,90,2015
3,CALIFORNIA,Garamendi D,75,2015
44,CALIFORNIA,Hahn D,80,2015
17,CALIFORNIA,Honda D,95,2015
2,CALIFORNIA,Huffman D,95,2015
50,CALIFORNIA,Hunter R,5,2015
49,CALIFORNIA,Issa R,0,2015
25,CALIFORNIA,Knight R,0,2015
1,CALIFORNIA,LaMalfa R,0,2015
13,CALIFORNIA,Lee B. D,95,2015
33,CALIFORNIA,Lieu D,80,2015
19,CALIFORNIA,Lofgren D,95,2015
47,CALIFORNIA,Lowenthal D,95,2015
6,CALIFORNIA,Matsui D,100,2015
23,CALIFORNIA,McCarthy R,0,2015
4,CALIFORNIA,McClintock R,5,2015
9,CALIFORNIA,McNerney D,90,2015
32,CALIFORNIA,Napolitano D,95,2015
22,CALIFORNIA,Nunes R,0,2015
12,CALIFORNIA,Pelosi D,95,2015
52,CALIFORNIA,Peters S. D,60,2015
48,CALIFORNIA,Rohrabacher R,10,2015
40,CALIFORNIA,RoybalAllard D,100,2015
39,CALIFORNIA,Royce R,0,2015
36,CALIFORNIA,Ruiz D,70,2015
38,CALIFORNIA,Sanchez Linda D,100,2015
46,CALIFORNIA,Sanchez Loretta D,85,2015
28,CALIFORNIA,Schiff D,85,2015
30,CALIFORNIA,Sherman D,80,2015
14,CALIFORNIA,Speier D,75,2015
15,CALIFORNIA,Swalwell D,85,2015
41,CALIFORNIA,Takano D,100,2015
5,CALIFORNIA,Thompson M. D,85,2015
35,CALIFORNIA,Torres D,80,2015
21,CALIFORNIA,Valadao R,0,2015
51,CALIFORNIA,Vargas D,85,2015
45,CALIFORNIA,Walters R,0,2015
43,CALIFORNIA,Waters D  ADA  Congressional Voting,0,2015
4,COLORADO,Buck R,10,2015
6,COLORADO,Coffman R,0,2015
1,COLORADO,DeGette D,95,2015
5,COLORADO,Lamborn R,0,2015
7,COLORADO,Perlmutter D,85,2015
2,COLORADO,Polis D,80,2015
3,COLORADO,Tipton R,5,2015
2,CONNECTICUT,Courtney D,75,2015
3,CONNECTICUT,DeLauro D,95,2015
5,CONNECTICUT,Esty D,80,2015
4,CONNECTICUT,Himes D,80,2015
1,CONNECTICUT,Larson J. D,95,2015
AL,DELAWARE,Carney D,80,2015
12,FLORIDA,Bilirakis R,0,2015
5,FLORIDA,Brown C. D,95,2015
16,FLORIDA,Buchanan R,0,2015
14,FLORIDA,Castor D,95,2015
19,FLORIDA,Clawson R,5,2015
4,FLORIDA,Crenshaw R,0,2015
26,FLORIDA,Curbelo R,15,2015
6,FLORIDA,DeSantis R,0,2015
21,FLORIDA,Deutch D,85,2015
25,FLORIDA,DiazBalart R,0,2015
22,FLORIDA,Frankel D,90,2015
2,FLORIDA,Graham G. D,50,2015
9,FLORIDA,Grayson D,90,2015
20,FLORIDA,Hastings D,90,2015
13,FLORIDA,Jolly R,10,2015
7,FLORIDA,Mica R,0,2015
1,FLORIDA,Miller J. R,0,2015
18,FLORIDA,Murphy P. D,70,2015
11,FLORIDA,Nugent R,5,2015
8,FLORIDA,Posey R,10,2015
17,FLORIDA,Rooney R,0,2015
27,FLORIDA,RosLehtinen R,5,2015
15,FLORIDA,Ross R,0,2015
23,FLORIDA,Wasserman Schultz D,85,2015
10,FLORIDA,Webster R              ADA  Congressional Voting Record ADA C ongressionAl VoTing reCorD,2015,2015
24,FLORIDA,Wilson F. D,100,2015
3,FLORIDA,Yoho R,10,2015
12,GEORGIA,Allen R,0,2015
2,GEORGIA,Bishop S. D,65,2015
1,GEORGIA,Carter E.L. R,0,2015
9,GEORGIA,Collins D. R,10,2015
14,GEORGIA,Graves T. R,0,2015
10,GEORGIA,Hice R,0,2015
4,GEORGIA,Johnson H. D,85,2015
5,GEORGIA,Lewis D,100,2015
11,GEORGIA,Loudermilk R,0,2015
6,GEORGIA,Price T. R,0,2015
8,GEORGIA,Scott A. R,0,2015
13,GEORGIA,Scott D. D,70,2015
3,GEORGIA,Westmoreland L. R,5,2015
7,GEORGIA,Woodall R,5,2015
2,HAWAII,Gabbard D,80,2015
1,HAWAII,Takai D,85,2015
1,IDAHO,Labrador R,10,2015
2,IDAHO,Simpson R,10,2015
12,ILLINOIS,Bost R,5,2015
17,ILLINOIS,Bustos D,65,2015
7,ILLINOIS,Davis D. D,95,2015
13,ILLINOIS,Davis R. R,0,2015
10,ILLINOIS,Dold R,25,2015
8,ILLINOIS,Duckworth D,85,2015
11,ILLINOIS,Foster D,85,2015
4,ILLINOIS,Gutierrez D,95,2015
14,ILLINOIS,Hultgren R,0,2015
2,ILLINOIS,Kelly R. D,80,2015
16,ILLINOIS,Kinzinger R,0,2015
18,ILLINOIS,LaHood R I I I I I III I I II,0,2015
3,ILLINOIS,Lipinski D,55,2015
5,ILLINOIS,Quigley D,80,2015
6,ILLINOIS,Roskam R,0,2015
1,ILLINOIS,Rush D,90,2015
9,ILLINOIS,Schakowsky D,100,2015
18,ILLINOIS,Schock R   I I III I I II I II I I I I I  ADA  Congressional Voting,0,2015
15,ILLINOIS,Shimkus R,0,2015
5,INDIANA,Brooks S. R,0,2015
8,INDIANA,Bucshon R,0,2015
7,INDIANA,Carson D,95,2015
6,INDIANA,Messer R,0,2015
4,INDIANA,Rokita R,0,2015
3,INDIANA,Stutzman R,0,2015
1,INDIANA,Visclosky D,90,2015
2,INDIANA,Walorski R,0,2015
9,INDIANA,Young T. R,0,2015
1,IOWA,Blum R,0,2015
4,IOWA,King S. R,5,2015
2,IOWA,Loebsack D,75,2015
3,IOWA,Young D. R,0,2015
1,KANSAS,Huelskamp R,5,2015
2,KANSAS,Jenkins L. R,0,2015
4,KANSAS,Pompeo R,0,2015
3,KANSAS,Yoder R,0,2015
6,KENTUCKY,Barr R,0,2015
2,KENTUCKY,Guthrie R,0,2015
4,KENTUCKY,Massie R,15,2015
5,KENTUCKY,Rogers H. R,0,2015
1,KENTUCKY,Whitfield R,0,2015
