Seat,State,Name,LQ Score,Year
3,KENTUCKY,Yarmuth D,100,2015
5,LOUISIANA,Abraham R,0,2015
3,LOUISIANA,Boustany R,0,2015
4,LOUISIANA,Fleming R,5,2015
6,LOUISIANA,Graves G. R,0,2015
2,LOUISIANA,Richmond D,90,2015
1,LOUISIANA,Scalise R,0,2015
1,MAINE,Pingree D,95,2015
2,MAINE,Poliquin R,5,2015
7,MARYLAND,Cummings D,100,2015
6,MARYLAND,Delaney D                ADA  Congressional Voting Record ADA C ongressionAl VoTing reCorD,2015,2015
4,MARYLAND ( cont.),Edwards D,100,2015
1,MARYLAND ( cont.),Harris R,5,2015
5,MARYLAND ( cont.),Hoyer D,95,2015
2,MARYLAND ( cont.),Ruppersberger D,75,2015
3,MARYLAND ( cont.),Sarbanes D,95,2015
8,MARYLAND ( cont.),Van Hollen D,95,2015
7,MASSACHUSETTS,Capuano D,100,2015
5,MASSACHUSETTS,Clark K. D,100,2015
9,MASSACHUSETTS,Keating D,75,2015
4,MASSACHUSETTS,Kennedy D,95,2015
8,MASSACHUSETTS,Lynch D,90,2015
2,MASSACHUSETTS,McGovern D,100,2015
6,MASSACHUSETTS,Moulton D,90,2015
1,MASSACHUSETTS,Neal D,90,2015
3,MASSACHUSETTS,Tsongas D,85,2015
3,MICHIGAN,Amash R,20,2015
1,MICHIGAN,Benishek R,0,2015
8,MICHIGAN,Bishop M. R,0,2015
13,MICHIGAN,Conyers D,95,2015
12,MICHIGAN,Dingell D,90,2015
2,MICHIGAN,Huizenga R,0,2015
5,MICHIGAN,Kildee D,80,2015
14,MICHIGAN,Lawrence D,90,2015
9,MICHIGAN,Levin D,95,2015
10,MICHIGAN,Miller C. R,0,2015
4,MICHIGAN,Moolenaar R,0,2015
11,MICHIGAN,Trott R,0,2015
6,MICHIGAN,Upton R,0,2015
7,MICHIGAN,Walberg R,0,2015
5,MINNESOTA,Ellison D,100,2015
6,MINNESOTA,Emmer R,0,2015
2,MINNESOTA,Kline J. R,0,2015
4,MINNESOTA,McCollum D,100,2015
8,MINNESOTA,Nolan D,75,2015
3,MINNESOTA,Paulsen R,0,2015
7,MINNESOTA,Peterson D,25,2015
1,MINNESOTA,Walz D                 ADA  Congressional Voting,0,2015
3,MISSISSIPPI,Harper R,0,2015
1,MISSISSIPPI,Kelly R II I III I,0,2015
1,MISSISSIPPI,Nunnelee R II I III I I I I I I I I I I I I I I,0,2015
4,MISSISSIPPI,Palazzo R,0,2015
2,MISSISSIPPI,Thompson B. D,100,2015
1,MISSOURI,Clay D,100,2015
5,MISSOURI,Cleaver D,100,2015
6,MISSOURI,Graves S. R,5,2015
4,MISSOURI,Hartzler R,0,2015
7,MISSOURI,Long R,0,2015
3,MISSOURI,Luetkemeyer R,0,2015
8,MISSOURI,Smith J. R,0,2015
2,MISSOURI,Wagner R,0,2015
AL,MONTANA,Zinke R,0,2015
2,NEBRASKA,Ashford D,35,2015
1,NEBRASKA,Fortenberry R,0,2015
3,NEBRASKA,Smith Adrian R,0,2015
2,NEBRASKA,Amodei R,0,2015
4,NEBRASKA,Hardy R,0,2015
3,NEBRASKA,Heck J. R,0,2015
1,NEBRASKA,Titus D,80,2015
1,NEW HAMPSHIRE,Guinta R,0,2015
2,NEW HAMPSHIRE,Kuster D,75,2015
11,NEW JERSEY,Frelinghuysen R,0,2015
5,NEW JERSEY,Garrett R,10,2015
7,NEW JERSEY,Lance R,0,2015
2,NEW JERSEY,LoBiondo R,25,2015
3,NEW JERSEY,MacArthur R,5,2015
1,NEW JERSEY,Norcross D,70,2015
6,NEW JERSEY,Pallone D,100,2015
9,NEW JERSEY,Pascrell D,90,2015
10,NEW JERSEY,Payne D,70,2015
8,NEW JERSEY,Sires D,85,2015
4,NEW JERSEY,Smith C. R,15,2015
12,NEW JERSEY,Watson Coleman D                 ADA  Congressional Voting Record ADA C ongressionAl VoTing reCorD,2015,2015
3,NEW MEXICO,Lujan B. D,90,2015
1,NEW MEXICO,Lujan Grisham M. D,80,2015
2,NEW MEXICO,Pearce R,5,2015
9,NEW YORK,Clarke Y . D,100,2015
27,NEW YORK,Collins C. R,5,2015
14,NEW YORK,Crowley D,95,2015
11,NEW YORK,Donovan R I I III,10,2015
16,NEW YORK,Engel D,95,2015
19,NEW YORK,Gibson C. R,10,2015
11,NEW YORK,Grimm R I I IIIIIII I I I I I I I I I I I,0,2015
22,NEW YORK,Hanna R,10,2015
26,NEW YORK,Higgins D,95,2015
3,NEW YORK,Israel D,75,2015
8,NEW YORK,Jeffries D,100,2015
24,NEW YORK,Katko R,5,2015
2,NEW YORK,King P. R,10,2015
17,NEW YORK,Lowey D,90,2015
12,NEW YORK,Maloney C. D,90,2015
18,NEW YORK,Maloney S. D,70,2015
5,NEW YORK,Meeks D,90,2015
6,NEW YORK,Meng D,80,2015
10,NEW YORK,Nadler D,100,2015
13,NEW YORK,Rangel D,100,2015
23,NEW YORK,Reed T. R,0,2015
4,NEW YORK,Rice K. D,60,2015
15,NEW YORK,Serrano D,100,2015
25,NEW YORK,Slaughter D,90,2015
21,NEW YORK,Stefanik R,0,2015
20,NEW YORK,Tonko D,95,2015
7,NEW YORK,Velazquez D,100,2015
1,NEW YORK,Zeldin R,5,2015
12,NORTH CAROLINA,Adams D,100,2015
1,NORTH CAROLINA,Butterfield D,100,2015
2,NORTH CAROLINA,Ellmers R,0,2015
5,NORTH CAROLINA,Foxx R,0,2015
13,NORTH CAROLINA,Holding R,0,2015
8,NORTH CAROLINA,Hudson R,0,2015
3,NORTH CAROLINA,Jones R,40,2015
10,NORTH CAROLINA,McHenry R,0,2015
11,NORTH CAROLINA,Meadows R                ADA  Congressional Voting,0,2015
9,NORTH CAROLINA,Pittenger R,0,2015
4,NORTH CAROLINA,Price D. D,100,2015
7,NORTH CAROLINA,Rouzer R,0,2015
6,NORTH CAROLINA,Walker R,5,2015
AL,NORTH DAKOTA,Cramer R,0,2015
3,OHIO,Beatty D,90,2015
8,OHIO,Boehner R          I I I I,0,2015
1,OHIO,Chabot R,0,2015
8,OHIO,Davidson R IIIIIIIII I I I I I I I I I I I,0,2015
11,OHIO,Fudge D,100,2015
7,OHIO,Gibbs B. R,0,2015
6,OHIO,Johnson B. R,0,2015
4,OHIO,Jordan R,10,2015
14,OHIO,Joyce R,5,2015
9,OHIO,Kaptur D,80,2015
5,OHIO,Latta R,0,2015
16,OHIO,Renacci R,5,2015
13,OHIO,Ryan T. D,80,2015
15,OHIO,Stivers R,0,2015
12,OHIO,Tiberi R,0,2015
10,OHIO,Turner R,0,2015
2,OHIO,Wenstrup R,0,2015
1,OKLAHOMA,Bridenstine R,5,2015
4,OKLAHOMA,Cole R,0,2015
3,OKLAHOMA,Lucas R,0,2015
2,OKLAHOMA,Mullin R,0,2015
5,OKLAHOMA,Russell R,5,2015
3,OREGON,Blumenauer D,85,2015
1,OREGON,Bonamici D,85,2015
4,OREGON,DeFazio D,80,2015
5,OREGON,Schrader D,60,2015
2,OREGON,Walden R,0,2015
11,OREGON,Barletta R,0,2015
13,OREGON,Boyle D,65,2015
1,OREGON,Brady R. D             ADA  Congressional Voting Record ADA C ongressionAl VoTing reCorD,2015,2015
17,OREGON,Cartwright D,85,2015
6,OREGON,Costello R,10,2015
15,OREGON,Dent R,5,2015
14,OREGON,Doyle D,90,2015
2,OREGON,Fattah D,95,2015
8,OREGON,Fitzpatrick R,0,2015
3,OREGON,Kelly R,0,2015
10,OREGON,Marino R,0,2015
7,OREGON,Meehan R,0,2015
18,OREGON,Murphy T. R,0,2015
4,OREGON,Perry R,10,2015
16,OREGON,Pitts R,0,2015
12,OREGON,Rothfus R,5,2015
9,OREGON,Shuster R,0,2015
5,OREGON,Thompson G. R,0,2015
1,RHODE ISLAND,Cicilline D,100,2015
2,RHODE ISLAND,Langevin D,85,2015
6,SOUTH CAROLINA,Clyburn D,80,2015
3,SOUTH CAROLINA,Duncan Jeff R,5,2015
4,SOUTH CAROLINA,Gowdy R,0,2015
5,SOUTH CAROLINA,Mulvaney R,10,2015
7,SOUTH CAROLINA,Rice T. R,0,2015
1,SOUTH CAROLINA,Sanford R,5,2015
2,SOUTH CAROLINA,Wilson J. R,0,2015
AL,SOUTH DAKOTA,Noem R,0,2015
6,TENNESSEE,Black D. R,0,2015
7,TENNESSEE,Blackburn M. R,0,2015
9,TENNESSEE,Cohen D,100,2015
5,TENNESSEE,Cooper D,55,2015
4,TENNESSEE,DesJarlais R,5,2015
2,TENNESSEE,Duncan John R,10,2015
8,TENNESSEE,Fincher R,0,2015
3,TENNESSEE,Fleischmann R,0,2015
1,TENNESSEE,Roe R,0,2015
36,TEXAS,Babin R,0,2015
6,TEXAS,Barton R                 ADA  Congressional Voting,0,2015
8,TEXAS  ( cont. ),Brady K. R,0,2015
26,TEXAS  ( cont. ),Burgess R,10,2015
31,TEXAS  ( cont. ),Carter J. R,0,2015
20,TEXAS  ( cont. ),Castro D,95,2015
11,TEXAS  ( cont. ),Conaway R,0,2015
28,TEXAS  ( cont. ),Cuellar D,35,2015
7,TEXAS  ( cont. ),Culberson R,0,2015
35,TEXAS  ( cont. ),Doggett D,90,2015
27,TEXAS  ( cont. ),Farenthold R,5,2015
17,TEXAS  ( cont. ),Flores R,0,2015
1,TEXAS  ( cont. ),Gohmert R,10,2015
12,TEXAS  ( cont. ),Granger R,0,2015
9,TEXAS  ( cont. ),Green A. D,100,2015
29,TEXAS  ( cont. ),Green G. D,70,2015
5,TEXAS  ( cont. ),Hensarling R,0,2015
15,TEXAS  ( cont. ),Hinojosa D,50,2015
23,TEXAS  ( cont. ),Hurd R,0,2015
18,TEXAS  ( cont. ),Jackson Lee D,100,2015
3,TEXAS  ( cont. ),Johnson S. R,0,2015
30,TEXAS  ( cont. ),Johnson E. D,90,2015
24,TEXAS  ( cont. ),Marchant R,0,2015
10,TEXAS  ( cont. ),McCaul R,0,2015
19,TEXAS  ( cont. ),Neugebauer R,0,2015
16,TEXAS  ( cont. ),ORourke D,80,2015
22,TEXAS  ( cont. ),Olson R,0,2015
2,TEXAS  ( cont. ),Poe R,0,2015
4,TEXAS  ( cont. ),Ratcliffe R,0,2015
32,TEXAS  ( cont. ),Sessions P. R,0,2015
21,TEXAS  ( cont. ),Smith Lamar R,0,2015
13,TEXAS  ( cont. ),Thornberry R,0,2015
33,TEXAS  ( cont. ),Veasey D,80,2015
34,TEXAS  ( cont. ),Vela D,70,2015
14,TEXAS  ( cont. ),Weber R,0,2015
25,TEXAS  ( cont. ),Williams R,0,2015
1,UTAH,Bishop R. R,0,2015
3,UTAH,Chaffetz R,0,2015
4,UTAH,Love R,0,2015
2,UTAH,Stewart R,0,2015
AL,VERMONT,Welch D                  ADA C ongressionAl VoTing reCorD,2015,2015
8,VIRGINIA,Beyer D,80,2015
7,VIRGINIA,Brat R,5,2015
10,VIRGINIA,Comstock R,0,2015
11,VIRGINIA,Connolly D,70,2015
4,VIRGINIA,Forbes R,0,2015
6,VIRGINIA,Goodlatte R,0,2015
9,VIRGINIA,Griffith R,15,2015
5,VIRGINIA,Hurt R,0,2015
2,VIRGINIA,Rigell R,5,2015
3,VIRGINIA,Scott R. D,100,2015
1,VIRGINIA,Wittman R,5,2015
1,WASHINGTON,DelBene D,75,2015
10,WASHINGTON,Heck D. D,85,2015
3,WASHINGTON,Herrera Beutler R,0,2015
6,WASHINGTON,Kilmer D,75,2015
2,WASHINGTON,Larsen R. D,75,2015
7,WASHINGTON,McDermott D,95,2015
5,WASHINGTON,McMorris Rodgers R,0,2015
4,WASHINGTON,Newhouse R,0,2015
8,WASHINGTON,Reichert R,10,2015
9,WASHINGTON,Smith Adam D,80,2015
3,WEST VIRGINIA,Jenkins E. R,5,2015
1,WEST VIRGINIA,McKinley R,5,2015
2,WEST VIRGINIA,Mooney R,5,2015
7,WISCONSIN,Duffy R,0,2015
6,WISCONSIN,Grothman R,0,2015
3,WISCONSIN,Kind D,70,2015
4,WISCONSIN,Moore D,100,2015
2,WISCONSIN,Pocan D,100,2015
8,WISCONSIN,Ribble R,0,2015
1,WISCONSIN,Ryan P. R,0,2015
5,WISCONSIN,Sensenbrenner R,5,2015
AL,WYOMING,Lummis R,10,2015
4,ALABAMA,Aderholt R,0,2016
5,ALABAMA,Brooks M. R,15,2016
1,ALABAMA,Byrne R,0,2016
6,ALABAMA,Palmer R,0,2016
2,ALABAMA,Roby R,0,2016
3,ALABAMA,Rogers Mike D. R,5,2016
7,ALABAMA,Sewell D,90,2016
AL,ALASKA,Young D. R,0,2016
8,ARIZONA,Franks R,5,2016
7,ARIZONA,Gallego Ruben D,95,2016
4,ARIZONA,Gosar R,5,2016
3,ARIZONA,Grijalva D,95,2016
1,ARIZONA,Kirkpatrick D,75,2016
2,ARIZONA,McSally R,0,2016
5,ARIZONA,Salmon R,0,2016
6,ARIZONA,Schweikert R,0,2016
9,ARIZONA,Sinema D,60,2016
1,ARKANSAS,Crawford R,5,2016
2,ARKANSAS,Hill R,0,2016
esterman,ARKANSAS,R,0,2016
3,ARKANSAS,Womack R,0,2016
31,CALIFORNIA,Aguilar D,90,2016
37,CALIFORNIA,Bass D,90,2016
34,CALIFORNIA,Becerra D,95,2016
7,CALIFORNIA,Bera D,95,2016
26,CALIFORNIA,Brownley D,95,2016
42,CALIFORNIA,Calvert R,0,2016
24,CALIFORNIA,Capps D,100,2016
29,CALIFORNIA,Cardenas D,100,2016
27,CALIFORNIA,Chu D,90,2016
8,CALIFORNIA,Cook R,5,2016
16,CALIFORNIA,Costa D,55,2016
53,CALIFORNIA,Davis S. D,95,2016
10,CALIFORNIA,Denham,0,2016
11,CALIFORNIA,DeSaulnier D,100,2016
18,CALIFORNIA,Eshoo D                      ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2016,2016
20,CALIFORNIA,Farr D,95,2016
3,CALIFORNIA,Garamendi D,100,2016
44,CALIFORNIA,Hahn D,100,2016
17,CALIFORNIA,Honda D,100,2016
2,CALIFORNIA,Huffman D,100,2016
50,CALIFORNIA,Hunter R,0,2016
49,CALIFORNIA,Issa R,0,2016
25,CALIFORNIA,Knight R,0,2016
1,CALIFORNIA,LaMalfa R,0,2016
13,CALIFORNIA,Lee B. D,100,2016
33,CALIFORNIA,Lieu D,90,2016
19,CALIFORNIA,Lofgren D,100,2016
47,CALIFORNIA,Lowenthal D,100,2016
6,CALIFORNIA,Matsui D,100,2016
23,CALIFORNIA,McCarthy R,0,2016
4,CALIFORNIA,McClintock R,0,2016
9,CALIFORNIA,McNerney D,95,2016
32,CALIFORNIA,Napolitano D,95,2016
22,CALIFORNIA,Nunes R,0,2016
12,CALIFORNIA,Pelosi D,95,2016
52,CALIFORNIA,Peters S. D,75,2016
48,CALIFORNIA,Rohrabacher R,0,2016
40,CALIFORNIA,RoybalAllard D,100,2016
39,CALIFORNIA,Royce R,0,2016
36,CALIFORNIA,Ruiz D,95,2016
38,CALIFORNIA,Sanchez Linda D,100,2016
46,CALIFORNIA,Sanchez Loretta D,65,2016
28,CALIFORNIA,Schiff D,100,2016
30,CALIFORNIA,Sherman D,90,2016
14,CALIFORNIA,Speier D,95,2016
15,CALIFORNIA,Swalwell D,95,2016
41,CALIFORNIA,Takano D,100,2016
5,CALIFORNIA,Thompson M. D,95,2016
35,CALIFORNIA,Torres D,90,2016
21,CALIFORNIA,Valadao R,0,2016
51,CALIFORNIA,Vargas D,85,2016
45,CALIFORNIA,Walters R,0,2016
43,CALIFORNIA,Waters D  ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2016,2016
4,COLORADO,Buck R,5,2016
6,COLORADO,Coffman R,0,2016
1,COLORADO,DeGette D,100,2016
5,COLORADO,Lamborn R,5,2016
7,COLORADO,Perlmutter D,90,2016
2,COLORADO,Polis D,90,2016
3,COLORADO,Tipton R,0,2016
2,CONNECTICUT,Courtney D,95,2016
3,CONNECTICUT,DeLauro D,90,2016
5,CONNECTICUT,Esty D,90,2016
4,CONNECTICUT,Himes D,95,2016
1,CONNECTICUT,Larson J. D,95,2016
AL,DELAWARE,Carney D,95,2016
12,FLORIDA,Bilirakis R,0,2016
5,FLORIDA,Brown C. D,75,2016
16,FLORIDA,Buchanan R,5,2016
14,FLORIDA,Castor D,100,2016
19,FLORIDA,Clawson R,0,2016
4,FLORIDA,Crenshaw R,0,2016
26,FLORIDA,Curbelo R,15,2016
6,FLORIDA,DeSantis R,0,2016
21,FLORIDA,Deutch D,95,2016
25,FLORIDA,DiazBalart R,10,2016
22,FLORIDA,Frankel D,90,2016
2,FLORIDA,Graham G. D,80,2016
9,FLORIDA,Grayson D,90,2016
20,FLORIDA,Hastings D,60,2016
13,FLORIDA,Jolly R,0,2016
7,FLORIDA,Mica R,0,2016
1,FLORIDA,Miller J. R,0,2016
18,FLORIDA,Murphy P. D,90,2016
11,FLORIDA,Nugent R,0,2016
8,FLORIDA,Posey R,0,2016
17,FLORIDA,Rooney R,0,2016
27,FLORIDA,RosLehtinen R,10,2016
15,FLORIDA,Ross R,0,2016
23,FLORIDA,Wasserman Schultz D,100,2016
10,FLORIDA,Webster R              ADA  Congressional Voting RecordADA congressionAl Voting recorD,2016,2016
24,FLORIDA,Wilson F. D,90,2016
3,FLORIDA,Yoho R,5,2016
12,GEORGIA,Allen R,0,2016
2,GEORGIA,Bishop S. D,90,2016
1,GEORGIA,Carter E.L. R,0,2016
9,GEORGIA,Collins D. R,0,2016
14,GEORGIA,Graves T. R,5,2016
10,GEORGIA,Hice R,0,2016
4,GEORGIA,Johnson H. D,100,2016
5,GEORGIA,Lewis D,100,2016
11,GEORGIA,Loudermilk R,0,2016
6,GEORGIA,Price T. R,0,2016
8,GEORGIA,Scott A. R,0,2016
13,GEORGIA,Scott D. D,85,2016
3,GEORGIA,Westmoreland L. R,0,2016
7,GEORGIA,Woodall R,0,2016
2,GEORGIA,Gabbard D,95,2016
1,GEORGIA,Takai D                  I I I,35,2016
1,IDAHO,Labrador R,5,2016
2,IDAHO,Simpson R,5,2016
12,ILLINOIS,Bost R,10,2016
17,ILLINOIS,Bustos D,90,2016
7,ILLINOIS,Davis D. D,90,2016
13,ILLINOIS,Davis R. R,0,2016
10,ILLINOIS,Dold R,30,2016
8,ILLINOIS,Duckworth D,85,2016
11,ILLINOIS,Foster D,90,2016
4,ILLINOIS,Gutierrez D,95,2016
14,ILLINOIS,Hultgren R,0,2016
2,ILLINOIS,Kelly R. D,90,2016
16,ILLINOIS,Kinzinger R,0,2016
18,ILLINOIS,LaHood R,0,2016
3,ILLINOIS,Lipinski D,75,2016
5,ILLINOIS,Quigley D,85,2016
6,ILLINOIS,Roskam R,0,2016
1,ILLINOIS,Rush D,75,2016
9,ILLINOIS,Schakowsky D,100,2016
18,ILLINOIS,Schock R I I I I I I I I I I I I I I I I I I I I ADA  Congressional Voting RecordADA congressionAl Voting recorD,2016,2016
15,ILLINOIS,Shimkus R,0,2016
5,INDIANA,Brooks S. R,0,2016
8,INDIANA,Bucshon R,0,2016
7,INDIANA,Carson D,95,2016
6,INDIANA,Messer R,0,2016
4,INDIANA,Rokita R,0,2016
3,INDIANA,Stutzman R,0,2016
1,INDIANA,Visclosky D,100,2016
2,INDIANA,Walorski R,0,2016
9,INDIANA,Young T. R,0,2016
1,IOWA,Blum R,5,2016
4,IOWA,King S. R,15,2016
2,IOWA,Loebsack D,100,2016
3,IOWA,Young D. R,0,2016
1,KANSAS,Huelskamp R,5,2016
2,KANSAS,Jenkins L. R,0,2016
4,KANSAS,Pompeo R,0,2016
3,KANSAS,Yoder R,0,2016
6,KENTUCKY,Barr R,0,2016
2,KENTUCKY,Guthrie R,0,2016
4,KENTUCKY,Massie R,20,2016
5,KENTUCKY,Rogers H. R,0,2016
1,KENTUCKY,Whitfield R                  I I I,5,2016
3,KENTUCKY,Yarmuth D,100,2016
5,LOUISIANA,Abraham R,0,2016
3,LOUISIANA,Boustany R,0,2016
4,LOUISIANA,Fleming R,0,2016
6,LOUISIANA,Graves G. R,0,2016
2,LOUISIANA,Richmond D,100,2016
1,LOUISIANA,Scalise R,0,2016
1,MAINE,Pingree D,95,2016
2,MAINE,Poliquin R,5,2016
7,MARYLAND,Cummings D,100,2016
6,MARYLAND,Delaney D                     ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2016,2016
4,MARYLAND ( cont.),Edwards D,95,2016
1,MARYLAND ( cont.),Harris R,0,2016
5,MARYLAND ( cont.),Hoyer D,90,2016
2,MARYLAND ( cont.),Ruppersberger D,90,2016
3,MARYLAND ( cont.),Sarbanes D,100,2016
8,MARYLAND ( cont.),Van Hollen D,100,2016
7,MASSACHUSETTS,Capuano D,95,2016
5,MASSACHUSETTS,Clark K. D,100,2016
9,MASSACHUSETTS,Keating D,90,2016
4,MASSACHUSETTS,Kennedy D,90,2016
8,MASSACHUSETTS,Lynch D,90,2016
2,MASSACHUSETTS,McGovern D,100,2016
6,MASSACHUSETTS,Moulton D,90,2016
1,MASSACHUSETTS,Neal D,100,2016
3,MASSACHUSETTS,Tsongas D,95,2016
3,MICHIGAN,Amash R,20,2016
1,MICHIGAN,Benishek R,5,2016
8,MICHIGAN,Bishop M. R,0,2016
13,MICHIGAN,Conyers D,100,2016
12,MICHIGAN,Dingell D,95,2016
2,MICHIGAN,Huizenga R,5,2016
5,MICHIGAN,Kildee D,100,2016
14,MICHIGAN,Lawrence D,100,2016
9,MICHIGAN,Levin D,95,2016
10,MICHIGAN,Miller C. R,0,2016
4,MICHIGAN,Moolenaar R,0,2016
11,MICHIGAN,Trott R,0,2016
6,MICHIGAN,Upton R,0,2016
7,MICHIGAN,Walberg R,0,2016
5,MINNESOTA,Ellison D,85,2016
6,MINNESOTA,Emmer R,0,2016
2,MINNESOTA,Kline J. R,0,2016
4,MINNESOTA,McCollum D,100,2016
8,MINNESOTA,Nolan D,95,2016
3,MINNESOTA,Paulsen R,0,2016
7,MINNESOTA,Peterson D,25,2016
1,MINNESOTA,Walz D                ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2016,2016
3,MISSISSIPPI,Harper R,5,2016
1,MISSISSIPPI,Kelly R,0,2016
4,MISSISSIPPI,Palazzo R,0,2016
2,MISSISSIPPI,Thompson B. D,95,2016
1,MISSOURI,Clay D,100,2016
5,MISSOURI,Cleaver D,90,2016
6,MISSOURI,Graves S. R,5,2016
4,MISSOURI,Hartzler R,0,2016
7,MISSOURI,Long R,0,2016
3,MISSOURI,Luetkemeyer R,0,2016
8,MISSOURI,Smith J. R,0,2016
2,MISSOURI,Wagner R,0,2016
AL,MONTANA,Zinke R,5,2016
2,NEBRASKA,Ashford D,60,2016
1,NEBRASKA,Fortenberry R,0,2016
3,NEBRASKA,Smith Adrian R,0,2016
2,NEBRASKA,Amodei R,0,2016
4,NEBRASKA,Hardy R,0,2016
3,NEBRASKA,Heck J. R,0,2016
1,NEBRASKA,Titus D,90,2016
1,NEW HAMPSHIRE,Guinta R,10,2016
2,NEW HAMPSHIRE,Kuster D,95,2016
11,NEW JERSEY,Frelinghuysen R,0,2016
5,NEW JERSEY,Garrett R,0,2016
7,NEW JERSEY,Lance R,0,2016
2,NEW JERSEY,LoBiondo R,20,2016
3,NEW JERSEY,MacArthur R,0,2016
1,NEW JERSEY,Norcross D,95,2016
6,NEW JERSEY,Pallone D,95,2016
9,NEW JERSEY,Pascrell D,100,2016
10,NEW JERSEY,Payne D,85,2016
8,NEW JERSEY,Sires D,85,2016
4,NEW JERSEY,Smith C. R,0,2016
12,NEW JERSEY,Watson Coleman D                  ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2016,2016
3,NEW MEXICO,Lujan B. D,95,2016
1,NEW MEXICO,Lujan Grisham M. D,95,2016
2,NEW MEXICO,Pearce R,5,2016
9,NEW YORK,Clarke Y . D,100,2016
27,NEW YORK,Collins C. R,0,2016
14,NEW YORK,Crowley D,100,2016
11,NEW YORK,Donovan R,5,2016
16,NEW YORK,Engel D,85,2016
19,NEW YORK,Gibson C. R,15,2016
11,NEW YORK,Grimm R I I IIIIIII I I I I I I I I I I I,0,2016
22,NEW YORK,Hanna R,35,2016
26,NEW YORK,Higgins D,100,2016
3,NEW YORK,Israel D,95,2016
8,NEW YORK,Jeffries D,100,2016
24,NEW YORK,Katko R,10,2016
2,NEW YORK,King P. R,5,2016
17,NEW YORK,Lowey D,95,2016
12,NEW YORK,Maloney C. D,100,2016
18,NEW YORK,Maloney S. D,90,2016
5,NEW YORK,Meeks D,95,2016
6,NEW YORK,Meng D,95,2016
10,NEW YORK,Nadler D,75,2016
13,NEW YORK,Rangel D,95,2016
23,NEW YORK,Reed T. R,0,2016
4,NEW YORK,Rice K. D,90,2016
15,NEW YORK,Serrano D,100,2016
25,NEW YORK,Slaughter D,100,2016
21,NEW YORK,Stefanik R,5,2016
20,NEW YORK,Tonko D,100,2016
7,NEW YORK,Velazquez D,100,2016
1,NEW YORK,Zeldin R,0,2016
12,NORTH CAROLINA,Adams D,100,2016
1,NORTH CAROLINA,Butterfield D,95,2016
2,NORTH CAROLINA,Ellmers R,0,2016
5,NORTH CAROLINA,Foxx R,0,2016
13,NORTH CAROLINA,Holding R,0,2016
8,NORTH CAROLINA,Hudson R,0,2016
3,NORTH CAROLINA,Jones R,30,2016
10,NORTH CAROLINA,McHenry R,0,2016
11,NORTH CAROLINA,Meadows R                ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2016,2016
9,NORTH CAROLINA,Pittenger R,0,2016
4,NORTH CAROLINA,Price D. D,100,2016
7,NORTH CAROLINA,Rouzer R,0,2016
6,NORTH CAROLINA,Walker R,0,2016
AL,NORTH DAKOTA,Cramer R,0,2016
3,OHIO,Beatty D,95,2016
1,OHIO,Chabot R,0,2016
8,OHIO,Davidson R IIIIIIII,0,2016
11,OHIO,Fudge D,100,2016
7,OHIO,Gibbs B. R,0,2016
6,OHIO,Johnson B. R,0,2016
4,OHIO,Jordan R,0,2016
14,OHIO,Joyce R,0,2016
9,OHIO,Kaptur D,95,2016
5,OHIO,Latta R,0,2016
16,OHIO,Renacci R,0,2016
13,OHIO,Ryan T. D,95,2016
15,OHIO,Stivers R,0,2016
12,OHIO,Tiberi R,0,2016
10,OHIO,Turner R,5,2016
2,OHIO,Wenstrup R,0,2016
1,OKLAHOMA,Bridenstine R,0,2016
4,OKLAHOMA,Cole R,5,2016
3,OKLAHOMA,Lucas R,0,2016
2,OKLAHOMA,Mullin R,0,2016
5,OKLAHOMA,Russell R,5,2016
3,OREGON,Blumenauer D,95,2016
1,OREGON,Bonamici D,100,2016
4,OREGON,DeFazio D,95,2016
5,OREGON,Schrader D,80,2016
2,OREGON,Walden R,0,2016
11,OREGON,Barletta R,5,2016
13,OREGON,Boyle D,95,2016
1,OREGON,Brady R. D             ADA  Congressional Voting Record ADA c ongressionAl Voting recorD,2016,2016
17,OREGON,Cartwright D,95,2016
6,OREGON,Costello R,15,2016
15,OREGON,Dent R,0,2016
14,OREGON,Doyle D,85,2016
2,OREGON,Fattah D        I I I I I I I I,20,2016
8,OREGON,Fitzpatrick R,10,2016
3,OREGON,Kelly R,0,2016
10,OREGON,Marino R,0,2016
7,OREGON,Meehan R,5,2016
18,OREGON,Murphy T. R,0,2016
4,OREGON,Perry R,0,2016
16,OREGON,Pitts R,0,2016
12,OREGON,Rothfus R,0,2016
9,OREGON,Shuster R,0,2016
5,OREGON,Thompson G. R,0,2016
1,RHODE ISLAND,Cicilline D,100,2016
2,RHODE ISLAND,Langevin D,90,2016
6,SOUTH CAROLINA,Clyburn D,95,2016
3,SOUTH CAROLINA,Duncan Jeff R,0,2016
4,SOUTH CAROLINA,Gowdy R,0,2016
5,SOUTH CAROLINA,Mulvaney R,5,2016
7,SOUTH CAROLINA,Rice T. R,0,2016
1,SOUTH CAROLINA,Sanford R,5,2016
